"","directorio","secuencia_p","orden","p6020","p6040","esc","fex_c_2011"
"1",4804775,1,1,1,37,18,579.928021533135
"2",4804775,1,2,2,38,17,579.928021533135
"3",4804775,1,6,2,51,0,579.928021533135
"4",4804776,1,1,1,37,16,1145.27885525577
"5",4804776,1,2,2,23,15,1145.27885525577
"6",4804777,1,1,2,86,11,498.94954758792
"7",4804777,1,2,2,80,11,498.94954758792
"8",4804777,1,3,2,50,11,498.94954758792
"9",4804778,1,1,1,30,16,1110.50490161216
"10",4804778,1,2,2,30,16,1110.50490161216
"11",4804778,1,4,1,23,17,1110.50490161216
"12",4804779,1,1,1,44,17,562.390228360473
"13",4804779,1,2,2,43,17,562.390228360473
"14",4804780,1,1,1,67,19,1061.42308597483
"15",4804781,1,1,1,66,5,1007.39496209902
"16",4804781,1,2,2,58,3,1007.39496209902
"17",4804781,1,3,1,25,11,1007.39496209902
"18",4804781,1,4,2,40,11,1007.39496209902
"19",4804781,1,5,1,14,6,1007.39496209902
"20",4804781,1,6,2,13,7,1007.39496209902
"21",4804782,1,1,1,69,16,1049.08103920693
"22",4804782,1,2,2,66,16,1049.08103920693
"23",4804783,1,1,1,50,16,1124.78045672095
"24",4804783,1,2,2,45,13,1124.78045672095
"25",4804784,1,1,2,54,15,1022.58318871165
"26",4804785,1,1,1,36,5,513.036323834382
"27",4804785,1,2,2,38,15,513.036323834382
"28",4804785,1,3,2,12,5,513.036323834382
"29",4804785,1,5,1,61,11,513.036323834382
"30",4804785,1,6,2,54,5,513.036323834382
"31",4804786,1,1,1,35,18,555.252450806081
"32",4804786,1,2,2,40,13,555.252450806081
"33",4804786,1,3,1,18,12,555.252450806081
"34",4804787,1,1,1,44,16,576.471959800985
"35",4804787,1,2,2,35,14,576.471959800985
"36",4804787,1,3,2,15,8,576.471959800985
"37",4804787,1,4,2,13,7,576.471959800985
"38",4804787,1,7,1,25,18,576.471959800985
"39",4804787,1,8,2,38,11,576.471959800985
"40",4804788,1,1,1,26,16,1050.37129212271
"41",4804788,1,2,2,27,8,1050.37129212271
"42",4804788,2,1,1,69,4,1050.37129212271
"43",4804789,1,1,1,73,16,1049.08103920693
"44",4804789,1,2,2,73,11,1049.08103920693
"45",4804790,1,1,1,61,11,1025.16641397319
"46",4804790,1,2,2,57,16,1025.16641397319
"47",4804790,1,3,1,18,11,1025.16641397319
"48",4804791,1,1,1,59,11,463.85739910359
"49",4804791,1,2,2,57,11,463.85739910359
"50",4804791,1,3,2,29,15,463.85739910359
"51",4804791,1,4,1,24,16,463.85739910359
"52",4804791,1,5,2,28,16,463.85739910359
"53",4804792,1,1,1,54,5,1151.99851327781
"54",4804793,1,1,1,39,11,1187.07409962314
"55",4804793,1,2,2,36,13,1187.07409962314
"56",4804794,1,1,1,57,11,460.477983778278
"57",4804794,1,2,2,54,13,460.477983778278
"58",4804794,1,3,2,26,16,460.477983778278
"59",4804795,1,1,1,73,4,1076.23100019187
"60",4804795,1,2,2,72,0,1076.23100019187
"61",4804795,1,3,2,36,11,1076.23100019187
"62",4804795,1,4,1,34,5,1076.23100019187
"63",4804795,1,7,1,22,13,1076.23100019187
"64",4804795,1,8,1,17,5,1076.23100019187
"65",4804796,1,1,1,37,11,571.940667069738
"66",4804796,1,2,2,34,11,571.940667069738
"67",4804796,1,3,1,14,9,571.940667069738
"68",4804797,1,1,1,69,9,540.52237400354
"69",4804797,1,2,2,63,7,540.52237400354
"70",4804797,1,3,1,38,11,540.52237400354
"71",4804797,1,4,2,28,11,540.52237400354
"72",4804798,1,1,2,59,16,1224.27474808729
"73",4804798,1,2,2,31,16,1224.27474808729
"74",4804798,1,3,1,32,11,1224.27474808729
"75",4804798,1,6,1,27,11,1224.27474808729
"76",4804799,1,1,1,54,11,558.516047095974
"77",4804799,1,2,2,51,11,558.516047095974
"78",4804799,1,3,1,25,12,558.516047095974
"79",4804799,1,4,1,18,11,558.516047095974
"80",4804800,1,1,2,46,13,525.565335406443
"81",4804800,1,2,1,43,16,525.565335406443
"82",4804800,1,3,2,19,14,525.565335406443
"83",4804800,1,4,1,17,11,525.565335406443
"84",4804801,1,1,1,40,14,1155.45391260531
"85",4804801,1,2,2,36,16,1155.45391260531
"86",4804801,1,5,2,63,2,1155.45391260531
"87",4804802,1,1,2,67,13,528.565061386669
"88",4804802,1,2,1,71,7,528.565061386669
"89",4804802,1,3,1,41,13,528.565061386669
"90",4804802,1,4,2,36,13,528.565061386669
"91",4804802,1,5,1,12,6,528.565061386669
"92",4804803,1,1,1,60,16,524.540519603464
"93",4804803,1,2,2,61,16,524.540519603464
"94",4804804,1,1,1,35,17,580.538150675587
"95",4804804,1,2,2,31,13,580.538150675587
"96",4804804,1,5,2,18,8,580.538150675587
"97",4804805,1,1,1,65,16,524.540519603464
"98",4804805,1,2,2,62,16,524.540519603464
"99",4804806,1,1,2,51,17,495.974452727934
"100",4804806,1,2,2,22,15,495.974452727934
"101",4804806,1,3,1,21,14,495.974452727934
"102",4804807,1,1,1,31,11,1112.43840995304
"103",4804807,1,2,2,33,11,1112.43840995304
"104",4804807,1,4,2,57,6,1112.43840995304
"105",4804808,1,1,2,70,1,439.177498501414
"106",4804808,1,2,2,48,11,439.177498501414
"107",4804808,1,3,2,18,11,439.177498501414
"108",4804808,1,4,2,16,11,439.177498501414
"109",4804808,1,5,2,27,13,439.177498501414
"110",4804808,1,6,1,24,11,439.177498501414
"111",4804808,1,7,2,40,9,439.177498501414
"112",4804808,1,8,2,17,10,439.177498501414
"113",4804810,1,1,2,36,11,1100.28934682474
"114",4804810,1,2,2,16,10,1100.28934682474
"115",4804810,1,3,2,42,11,1100.28934682474
"116",4804810,1,4,2,24,11,1100.28934682474
"117",4804810,1,5,1,28,11,1100.28934682474
"118",4804810,1,7,1,46,7,1100.28934682474
"119",4804811,1,1,2,51,11,563.946167133058
"120",4804812,1,1,1,32,13,1124.78045672095
"121",4804812,1,2,2,31,11,1124.78045672095
"122",4804813,1,1,2,50,13,540.882477034336
"123",4804813,1,2,1,30,14,540.882477034336
"124",4804814,1,1,2,62,8,540.237350576443
"125",4804815,1,1,1,47,5,1057.85032883493
"126",4804815,1,2,2,38,11,1057.85032883493
"127",4804815,1,3,1,20,11,1057.85032883493
"128",4804816,1,1,1,32,16,1177.43502949818
"129",4804816,1,2,2,30,16,1177.43502949818
"130",4804817,1,1,1,26,6,569.430414967721
"131",4804817,1,2,2,29,13,569.430414967721
"132",4804817,2,1,2,52,5,569.430414967721
"133",4804817,2,2,1,19,9,569.430414967721
"134",4804817,2,3,2,12,1,569.430414967721
"135",4804818,1,1,1,26,4,594.14717895402
"136",4804818,1,2,2,19,11,594.14717895402
"137",4804819,1,1,2,62,3,581.653907138718
"138",4804819,1,2,2,44,5,581.653907138718
"139",4804819,1,3,1,25,9,581.653907138718
"140",4804819,1,4,1,20,11,581.653907138718
"141",4804819,1,6,2,26,13,581.653907138718
"142",4804819,1,7,1,36,11,581.653907138718
"143",4804819,1,11,2,42,11,581.653907138718
"144",4804819,1,12,1,17,11,581.653907138718
"145",4804819,1,13,2,21,11,581.653907138718
"146",4804819,1,14,1,20,4,581.653907138718
"147",4804820,1,1,2,37,11,559.030399349451
"148",4804820,1,2,1,37,11,559.030399349451
"149",4804820,1,3,2,14,7,559.030399349451
"150",4804821,1,1,2,86,4,642.910507364607
"151",4804821,1,2,1,62,6,642.910507364607
"152",4804821,1,3,2,59,8,642.910507364607
"153",4804821,1,5,1,30,7,642.910507364607
"154",4804821,1,6,2,21,6,642.910507364607
"155",4804821,1,7,2,13,5,642.910507364607
"156",4804821,1,8,1,42,5,642.910507364607
"157",4804821,1,9,2,39,5,642.910507364607
"158",4804821,1,12,2,22,11,642.910507364607
"159",4804821,1,15,1,69,5,642.910507364607
"160",4804821,1,16,1,66,5,642.910507364607
"161",4804821,1,17,1,37,4,642.910507364607
"162",4804822,1,1,1,39,13,570.473359712845
"163",4804822,1,2,2,30,11,570.473359712845
"164",4804822,1,3,1,27,13,570.473359712845
"165",4804823,1,1,2,98,5,557.486186487046
"166",4804823,1,2,2,69,14,557.486186487046
"167",4804823,1,3,2,66,9,557.486186487046
"168",4804823,1,4,1,51,11,557.486186487046
"169",4804824,1,1,1,70,7,555.310467307633
"170",4804824,1,2,2,70,3,555.310467307633
"171",4804824,1,3,2,44,16,555.310467307633
"172",4804824,1,4,2,15,10,555.310467307633
"173",4804824,1,5,2,21,11,555.310467307633
"174",4804824,1,6,1,28,13,555.310467307633
"175",4804825,1,1,1,40,10,573.304140400067
"176",4804825,1,2,2,45,11,573.304140400067
"177",4804825,1,3,1,20,11,573.304140400067
"178",4804825,1,4,2,19,13,573.304140400067
"179",4804825,1,5,2,23,13,573.304140400067
"180",4804825,1,7,1,34,13,573.304140400067
"181",4804826,1,1,2,53,11,454.952086852218
"182",4804826,1,2,1,55,5,454.952086852218
"183",4804826,1,3,2,31,13,454.952086852218
"184",4804826,1,4,2,30,11,454.952086852218
"185",4804826,1,5,1,28,11,454.952086852218
"186",4804827,1,1,1,34,11,587.366026427615
"187",4804827,1,2,2,28,11,587.366026427615
"188",4804827,1,5,2,56,4,587.366026427615
"189",4804828,1,1,2,66,11,434.131853516691
"190",4804828,1,2,2,25,14,434.131853516691
"191",4804828,1,3,2,54,11,434.131853516691
"192",4804828,1,4,1,22,15,434.131853516691
"193",4804828,1,5,1,22,6,434.131853516691
"194",4804828,1,6,1,19,11,434.131853516691
"195",4804829,1,1,1,73,11,518.36949621951
"196",4804829,1,2,2,68,5,518.36949621951
"197",4804829,1,3,2,65,21,518.36949621951
"198",4804830,1,1,1,46,14,551.892621795059
"199",4804830,1,2,2,42,13,551.892621795059
"200",4804830,1,3,1,20,14,551.892621795059
"201",4804830,1,4,2,15,9,551.892621795059
"202",4804831,1,1,1,51,16,525.565335406443
"203",4804831,1,2,2,47,16,525.565335406443
"204",4804831,1,3,2,21,15,525.565335406443
"205",4804831,1,4,1,18,11,525.565335406443
"206",4804832,1,1,2,25,11,610.225266075225
"207",4804832,1,2,1,28,11,610.225266075225
"208",4804833,1,1,2,41,13,502.405868418745
"209",4804833,1,2,2,18,13,502.405868418745
"210",4804833,1,3,1,25,16,502.405868418745
"211",4804833,1,4,2,28,16,502.405868418745
"212",4804834,1,1,1,44,11,525.565335406443
"213",4804834,1,2,2,45,11,525.565335406443
"214",4804834,1,3,1,14,7,525.565335406443
"215",4804834,1,4,2,12,6,525.565335406443
"216",4804835,1,1,1,57,11,495.594763382848
"217",4804835,1,2,2,42,11,495.594763382848
"218",4804836,1,1,1,66,7,524.540519603464
"219",4804836,1,2,2,56,6,524.540519603464
"220",4804837,1,1,1,64,11,457.118154767256
"221",4804837,1,2,2,41,5,457.118154767256
"222",4804837,1,3,2,28,12,457.118154767256
"223",4804837,1,4,2,23,11,457.118154767256
"224",4804838,1,1,2,64,11,595.16851675419
"225",4804838,1,2,2,39,11,595.16851675419
"226",4804838,1,3,2,14,8,595.16851675419
"227",4804838,1,5,1,38,16,595.16851675419
"228",4804838,1,6,2,32,15,595.16851675419
"229",4804838,1,9,1,26,11,595.16851675419
"230",4804839,1,1,1,39,11,530.80299000127
"231",4804839,1,2,2,36,5,530.80299000127
"232",4804839,1,3,2,21,9,530.80299000127
"233",4804839,1,4,2,19,11,530.80299000127
"234",4804839,1,5,2,16,7,530.80299000127
"235",4804840,1,1,1,67,5,479.897932409869
"236",4804840,1,2,2,52,1,479.897932409869
"237",4804840,2,1,1,79,0,479.897932409869
"238",4804841,1,1,2,61,1,569.828233254952
"239",4804841,1,2,1,42,11,569.828233254952
"240",4804842,1,1,1,24,6,591.450704489167
"241",4804842,1,2,2,27,11,591.450704489167
"242",4804842,1,5,1,26,11,591.450704489167
"243",4804842,1,6,2,20,9,591.450704489167
"244",4804842,1,8,1,21,9,591.450704489167
"245",4804842,1,9,2,18,8,591.450704489167
"246",4804842,1,12,2,53,0,591.450704489167
"247",4804842,1,13,1,18,0,591.450704489167
"248",4804842,1,14,2,18,5,591.450704489167
"249",4804843,1,1,2,26,11,610.225266075225
"250",4804843,1,2,1,29,11,610.225266075225
"251",4804844,1,1,1,67,5,601.966439996726
"252",4804844,1,2,2,67,0,601.966439996726
"253",4804844,1,3,1,43,2,601.966439996726
"254",4804845,1,1,2,21,15,564.556296275511
"255",4804846,1,1,2,73,2,1196.86150963614
"256",4804846,1,2,2,46,2,1196.86150963614
"257",4804846,1,3,1,51,3,1196.86150963614
"258",4804846,1,4,1,21,11,1196.86150963614
"259",4804846,1,5,2,13,7,1196.86150963614
"260",4804846,1,7,2,25,11,1196.86150963614
"261",4804846,1,10,2,37,11,1196.86150963614
"262",4804846,1,11,1,34,7,1196.86150963614
"263",4804846,1,12,1,13,7,1196.86150963614
"264",4804848,1,1,2,35,11,530.899222722399
"265",4804848,1,2,2,18,11,530.899222722399
"266",4804848,1,3,2,17,8,530.899222722399
"267",4804849,1,1,1,58,9,1037.12444152088
"268",4804849,1,2,2,38,11,1037.12444152088
"269",4804849,1,3,2,15,8,1037.12444152088
"270",4804850,1,1,1,24,11,552.59898365864
"271",4804850,1,2,2,20,11,552.59898365864
"272",4804851,1,1,2,43,11,540.882477034336
"273",4804851,1,2,1,50,7,540.882477034336
"274",4804852,1,1,1,34,14,588.717514749088
"275",4804852,1,2,2,31,13,588.717514749088
"276",4804853,1,1,1,44,11,1094.14617346516
"277",4804853,1,2,2,44,11,1094.14617346516
"278",4804853,1,3,1,16,8,1094.14617346516
"279",4804853,1,4,2,14,8,1094.14617346516
"280",4804854,1,1,1,34,11,1180.35444160109
"281",4804854,1,2,2,30,11,1180.35444160109
"282",4804854,1,5,2,17,10,1180.35444160109
"283",4804855,1,1,1,48,16,518.845677384399
"284",4804855,1,2,2,48,11,518.845677384399
"285",4804855,1,3,2,22,11,518.845677384399
"286",4804855,1,4,2,17,11,518.845677384399
"287",4804855,1,5,2,14,8,518.845677384399
"288",4804855,1,6,1,12,0,518.845677384399
"289",4804856,1,1,1,74,9,547.96037889802
"290",4804856,1,2,2,70,5,547.96037889802
"291",4804856,1,3,1,38,11,547.96037889802
"292",4804856,1,4,2,90,2,547.96037889802
"293",4804857,1,1,1,48,5,548.724802394141
"294",4804857,1,2,1,21,9,548.724802394141
"295",4804857,1,3,2,15,8,548.724802394141
"296",4804857,1,4,1,13,5,548.724802394141
"297",4804858,1,1,2,46,5,504.571936333783
"298",4804858,1,2,2,20,15,504.571936333783
"299",4804858,1,3,2,15,9,504.571936333783
"300",4804859,1,1,1,38,8,581.579737194697
"301",4804859,1,2,2,34,11,581.579737194697
"302",4804859,1,3,1,15,7,581.579737194697
"303",4804860,1,1,1,55,9,943.360276298211
"304",4804860,1,2,2,45,16,943.360276298211
"305",4804860,1,3,1,18,11,943.360276298211
"306",4804860,1,4,1,15,8,943.360276298211
"307",4804861,1,1,2,31,11,1086.8596021952
"308",4804861,1,4,1,57,11,1086.8596021952
"309",4804862,1,1,2,42,3,522.30173911655
"310",4804862,1,2,1,13,5,522.30173911655
"311",4804862,1,3,2,21,11,522.30173911655
"312",4804863,1,1,1,29,11,593.537049811568
"313",4804863,1,2,2,32,11,593.537049811568
"314",4804864,1,1,1,32,13,593.537049811568
"315",4804864,1,2,2,32,13,593.537049811568
"316",4804865,1,1,1,53,18,1162.96700894714
"317",4804865,1,2,2,42,11,1162.96700894714
"318",4804865,1,3,1,21,17,1162.96700894714
"319",4804865,1,4,2,22,13,1162.96700894714
"320",4804865,1,5,1,26,15,1162.96700894714
"321",4804866,1,1,1,57,8,524.540519603464
"322",4804866,1,2,2,63,2,524.540519603464
"323",4804867,1,1,1,26,5,620.474465342636
"324",4804867,1,2,2,23,9,620.474465342636
"325",4804868,1,1,1,62,11,524.540519603464
"326",4804868,1,2,2,61,5,524.540519603464
"327",4804869,1,1,1,54,4,570.473359712845
"328",4804869,1,2,2,54,4,570.473359712845
"329",4804869,1,3,1,27,11,570.473359712845
"330",4804870,1,1,2,76,5,524.540519603464
"331",4804870,1,2,1,79,12,524.540519603464
"332",4804871,1,1,1,49,9,1167.79595937322
"333",4804871,1,2,2,35,7,1167.79595937322
"334",4804872,1,1,1,39,9,555.252450806081
"335",4804872,1,2,2,40,10,555.252450806081
"336",4804872,1,3,1,16,10,555.252450806081
"337",4804873,1,1,1,59,11,448.520671161407
"338",4804873,1,2,2,29,17,448.520671161407
"339",4804873,1,3,2,54,11,448.520671161407
"340",4804873,1,4,1,18,11,448.520671161407
"341",4804874,1,1,1,60,5,1017.68737726097
"342",4804874,1,2,2,66,7,1017.68737726097
"343",4804874,1,3,1,69,0,1017.68737726097
"344",4804875,1,1,1,33,8,588.717514749088
"345",4804875,1,2,2,28,11,588.717514749088
"346",4804876,1,1,1,56,5,510.38285668694
"347",4804876,1,2,2,39,5,510.38285668694
"348",4804876,1,3,2,16,9,510.38285668694
"349",4804876,1,4,2,15,8,510.38285668694
"350",4804877,1,1,1,67,16,524.540519603464
"351",4804877,1,2,2,63,11,524.540519603464
"352",4804878,1,1,2,50,11,499.142272128851
"353",4804878,1,2,2,15,9,499.142272128851
"354",4804878,1,3,2,27,14,499.142272128851
"355",4804879,1,1,2,37,8,1009.14387266757
"356",4804879,1,2,2,17,11,1009.14387266757
"357",4804879,1,3,2,12,6,1009.14387266757
"358",4804880,1,1,1,52,11,535.356580108276
"359",4804880,1,2,2,52,11,535.356580108276
"360",4804880,1,3,1,32,11,535.356580108276
"361",4804880,1,4,2,27,11,535.356580108276
"362",4804882,1,1,2,68,11,524.92020894855
"363",4804882,1,2,2,15,7,524.92020894855
"364",4804882,1,3,1,13,7,524.92020894855
"365",4804885,1,1,1,29,11,525.565335406443
"366",4804885,1,2,2,31,13,525.565335406443
"367",4804885,1,3,2,13,6,525.565335406443
"368",4804885,1,4,1,12,5,525.565335406443
"369",4804886,1,1,1,30,7,540.882477034336
"370",4804886,1,2,2,26,11,540.882477034336
"371",4804887,1,1,1,69,13,524.540519603464
"372",4804887,1,2,2,64,16,524.540519603464
"373",4804888,1,1,1,60,10,495.594763382848
"374",4804888,1,2,2,26,11,495.594763382848
"375",4804889,1,1,1,40,14,555.252450806081
"376",4804889,1,2,2,41,11,555.252450806081
"377",4804889,1,3,1,14,9,555.252450806081
"378",4804890,1,1,1,38,4,562.390228360473
"379",4804890,1,2,2,47,3,562.390228360473
"380",4804891,1,1,2,85,11,534.711453650383
"381",4804891,1,2,1,30,16,534.711453650383
"382",4804891,1,3,2,49,3,534.711453650383
"383",4804892,1,1,2,40,11,486.847920798284
"384",4804892,1,2,2,19,11,486.847920798284
"385",4804892,1,3,2,17,11,486.847920798284
"386",4804892,1,4,1,14,2,486.847920798284
"387",4804892,1,5,1,13,2,486.847920798284
"388",4804892,1,6,1,23,8,486.847920798284
"389",4804892,1,7,2,18,11,486.847920798284
"390",4804893,1,1,1,76,16,530.711542987417
"391",4804894,1,1,1,49,14,534.162819012292
"392",4804894,1,2,2,52,11,534.162819012292
"393",4804894,1,3,2,21,14,534.162819012292
"394",4804894,1,4,2,13,0,534.162819012292
"395",4804895,1,1,1,42,11,562.390228360473
"396",4804895,1,2,2,31,13,562.390228360473
"397",4804896,1,1,1,80,11,536.19579082208
"398",4804896,1,2,1,50,14,536.19579082208
"399",4804896,1,3,2,49,13,536.19579082208
"400",4804896,1,4,2,19,11,536.19579082208
"401",4804896,1,5,1,13,6,536.19579082208
"402",4804897,1,1,2,25,16,484.27753241792
"403",4804897,1,2,1,28,16,484.27753241792
"404",4804897,1,3,2,52,11,484.27753241792
"405",4804897,1,4,2,58,5,484.27753241792
"406",4804897,1,5,1,20,12,484.27753241792
"407",4804897,1,6,2,17,10,484.27753241792
"408",4804898,1,1,1,55,0,486.709037445766
"409",4804898,1,2,2,50,13,486.709037445766
"410",4804898,1,3,1,29,11,486.709037445766
"411",4804898,1,4,2,26,15,486.709037445766
"412",4804898,1,5,2,18,11,486.709037445766
"413",4804899,1,1,1,58,11,554.131402281973
"414",4804899,1,2,2,56,11,554.131402281973
"415",4804899,1,3,1,28,12,554.131402281973
"416",4804900,1,1,1,39,5,1167.79595937322
"417",4804900,1,2,2,36,13,1167.79595937322
"418",4804901,1,1,1,54,11,502.405868418745
"419",4804901,1,2,2,48,11,502.405868418745
"420",4804901,1,3,2,25,16,502.405868418745
"421",4804901,1,4,2,20,14,502.405868418745
"422",4804902,1,1,1,37,13,543.29513818921
"423",4804902,1,2,2,34,11,543.29513818921
"424",4804902,1,3,1,14,8,543.29513818921
"425",4804902,1,5,1,24,16,543.29513818921
"426",4804903,1,1,1,33,11,552.859375965497
"427",4804903,1,2,2,34,11,552.859375965497
"428",4804903,1,3,2,13,8,552.859375965497
"429",4804903,1,5,2,80,5,552.859375965497
"430",4804904,1,1,1,57,11,517.102514708984
"431",4804904,1,2,2,37,11,517.102514708984
"432",4804905,1,1,1,32,17,1081.76495406867
"433",4804905,1,2,2,30,16,1081.76495406867
"434",4804906,1,1,1,64,11,479.892887603919
"435",4804906,1,2,2,67,9,479.892887603919
"436",4804906,1,3,2,62,11,479.892887603919
"437",4804906,1,4,2,31,11,479.892887603919
"438",4804906,1,5,2,13,7,479.892887603919
"439",4804907,1,1,2,72,8,470.003791367304
"440",4804907,1,2,2,51,16,470.003791367304
"441",4804907,1,3,2,48,11,470.003791367304
"442",4804909,1,1,1,59,16,521.180690592442
"443",4804909,1,2,2,55,11,521.180690592442
"444",4804909,1,3,2,17,11,521.180690592442
"445",4804910,1,1,1,61,18,521.180690592442
"446",4804910,1,2,2,63,18,521.180690592442
"447",4804910,1,3,2,21,15,521.180690592442
"448",4804911,1,1,1,72,11,519.014622677404
"449",4804911,1,2,2,72,16,519.014622677404
"450",4804911,1,3,2,53,5,519.014622677404
"451",4804911,1,4,1,33,17,519.014622677404
"452",4804912,1,1,1,53,5,569.828233254952
"453",4804912,1,2,2,55,11,569.828233254952
"454",4804913,1,1,2,57,1,493.163258355002
"455",4804913,1,2,2,40,11,493.163258355002
"456",4804913,1,3,1,17,11,493.163258355002
"457",4804914,1,1,1,19,11,536.90215268566
"458",4804914,1,2,2,19,9,536.90215268566
"459",4804914,1,4,1,56,6,536.90215268566
"460",4804915,1,1,1,75,0,524.540519603464
"461",4804915,1,2,2,68,5,524.540519603464
"462",4804916,1,1,1,30,11,588.717514749088
"463",4804916,1,2,2,31,11,588.717514749088
"464",4804917,1,1,1,37,14,577.726956302656
"465",4804917,1,2,2,28,13,577.726956302656
"466",4804917,1,5,2,56,11,577.726956302656
"467",4804918,1,1,1,38,11,560.490105400908
"468",4804918,1,2,2,37,11,560.490105400908
"469",4804918,1,3,2,17,10,560.490105400908
"470",4804918,1,4,2,14,8,560.490105400908
"471",4804919,1,1,1,49,5,522.205506395421
"472",4804919,1,2,2,34,6,522.205506395421
"473",4804919,1,3,1,20,11,522.205506395421
"474",4804919,1,4,2,14,4,522.205506395421
"475",4804919,1,5,2,12,3,522.205506395421
"476",4804920,1,1,2,46,8,525.661568127571
"477",4804920,1,2,1,15,6,525.661568127571
"478",4804921,1,1,1,53,5,634.290251827674
"479",4804921,1,2,2,53,11,634.290251827674
"480",4804921,1,3,1,31,8,634.290251827674
"481",4804921,1,4,2,26,9,634.290251827674
"482",4804921,1,5,1,29,9,634.290251827674
"483",4804922,1,1,1,44,7,558.083231493302
"484",4804922,1,2,2,41,11,558.083231493302
"485",4804922,1,3,1,20,11,558.083231493302
"486",4804922,1,4,2,13,8,558.083231493302
"487",4804922,1,5,2,21,11,558.083231493302
"488",4804922,1,6,1,21,11,558.083231493302
"489",4804923,1,1,1,43,13,593.537049811568
"490",4804923,1,2,2,33,13,593.537049811568
"491",4804924,1,1,1,54,2,508.389954509035
"492",4804924,1,2,2,36,3,508.389954509035
"493",4804924,1,3,1,18,11,508.389954509035
"494",4804924,1,4,1,16,4,508.389954509035
"495",4804924,1,5,1,14,5,508.389954509035
"496",4804924,1,6,1,12,4,508.389954509035
"497",4804924,1,8,2,71,4,508.389954509035
"498",4804925,1,1,2,59,0,622.671596738153
"499",4804925,1,2,1,60,5,622.671596738153
"500",4804925,1,3,1,36,11,622.671596738153
"501",4804925,1,4,1,31,2,622.671596738153
"502",4804925,1,5,2,28,5,622.671596738153
"503",4804925,1,8,1,30,11,622.671596738153
"504",4804925,1,9,2,23,11,622.671596738153
"505",4804926,1,1,2,62,2,540.237350576443
"506",4804927,1,1,1,30,11,593.537049811568
"507",4804927,1,2,2,30,11,593.537049811568
"508",4804928,1,1,1,47,8,562.390228360473
"509",4804928,1,2,2,50,8,562.390228360473
"510",4804929,1,1,1,48,16,1124.78045672095
"511",4804929,1,2,2,40,16,1124.78045672095
"512",4804931,1,1,1,39,11,1118.0607986989
"513",4804931,1,2,2,40,11,1118.0607986989
"514",4804931,1,3,2,18,13,1118.0607986989
"515",4804932,1,1,2,50,11,1183.96222207796
"516",4804932,1,2,1,29,11,1183.96222207796
"517",4804932,1,3,1,25,14,1183.96222207796
"518",4804936,1,1,1,38,16,1170.71537147613
"519",4804936,1,2,2,29,16,1170.71537147613
"520",4804936,1,5,2,18,11,1170.71537147613
"521",4804938,1,1,1,24,15,534.451061343525
"522",4804939,1,1,1,60,19,509.223377975571
"523",4804939,1,2,2,58,16,509.223377975571
"524",4804939,1,3,1,21,13,509.223377975571
"525",4804939,1,4,2,18,11,509.223377975571
"526",4804944,1,1,1,70,5,510.931491325031
"527",4804944,1,2,2,63,11,510.931491325031
"528",4804944,1,3,2,26,16,510.931491325031
"529",4804947,1,1,1,48,1,575.999256638906
"530",4808604,1,1,2,50,6,475.227646895109
"531",4808604,1,2,2,24,12,475.227646895109
"532",4808604,1,4,2,36,12,475.227646895109
"533",4808604,1,5,1,20,13,475.227646895109
"534",4808604,1,6,1,15,8,475.227646895109
"535",4808605,1,1,1,70,5,509.223377975571
"536",4808605,1,2,2,66,11,509.223377975571
"537",4808605,1,3,1,14,8,509.223377975571
"538",4808605,1,4,2,20,15,509.223377975571
"539",4808606,1,1,2,41,15,534.259051733421
"540",4808606,1,2,2,13,5,534.259051733421
"541",4808607,1,1,2,78,3,493.163258355002
"542",4808607,1,2,2,51,13,493.163258355002
"543",4808607,1,3,1,21,13,493.163258355002
"544",4808608,1,1,1,53,13,554.511091627059
"545",4808608,1,2,2,55,15,554.511091627059
"546",4808608,1,3,1,21,15,554.511091627059
"547",4808608,1,4,2,19,11,554.511091627059
"548",4808609,1,1,1,42,13,602.991255799705
"549",4808609,1,2,2,52,11,602.991255799705
"550",4808609,1,3,2,20,11,602.991255799705
"551",4808609,1,4,1,30,11,602.991255799705
"552",4808609,1,7,1,19,14,602.991255799705
"553",4808610,1,1,2,30,16,505.120570971874
"554",4808610,1,2,2,63,7,505.120570971874
"555",4808611,1,1,1,79,11,524.540519603464
"556",4808611,1,2,2,61,11,524.540519603464
"557",4808612,1,1,2,57,16,528.280037959572
"558",4808612,1,2,1,20,13,528.280037959572
"559",4808613,1,1,1,40,16,538.47560312673
"560",4808613,1,2,2,42,11,538.47560312673
"561",4808613,1,3,1,16,11,538.47560312673
"562",4808613,1,4,1,14,9,538.47560312673
"563",4808614,1,1,2,59,17,614.303441958683
"564",4808614,1,2,1,26,11,614.303441958683
"565",4808614,1,3,2,23,16,614.303441958683
"566",4809461,1,1,1,38,16,567.209763422952
"567",4809461,1,2,2,36,17,567.209763422952
"568",4809462,1,1,2,37,11,529.439516670941
"569",4809462,1,2,2,17,11,529.439516670941
"570",4809463,1,1,1,36,16,563.84993441193
"571",4809463,1,2,2,34,17,563.84993441193
"572",4809463,1,4,2,24,11,563.84993441193
"573",4809464,1,1,1,38,11,513.228333444486
"574",4809464,1,2,2,37,11,513.228333444486
"575",4809464,1,3,1,15,9,513.228333444486
"576",4809464,1,4,1,70,5,513.228333444486
"577",4809465,1,1,2,38,9,540.031541899316
