"","directorio","secuencia_p","orden","p6020","p6040","esc","fex_c_2011"
"41176",21863,1,2,1,49,NA,562.697713965776
"41177",21863,1,3,1,16,NA,562.697713965776
"41178",21863,1,4,1,13,NA,562.697713965776
"41179",21863,1,5,1,78,NA,562.697713965776
"41180",21865,1,1,1,59,NA,671.559898689593
"41181",21865,1,2,2,54,NA,671.559898689593
"41182",21865,1,3,1,32,NA,671.559898689593
"41183",21865,1,4,2,30,NA,671.559898689593
"41184",21865,1,6,1,30,NA,671.559898689593
"41185",21865,1,7,2,22,NA,671.559898689593
"41186",21958,1,1,2,35,NA,746.3316328798
"41187",21958,1,2,1,29,NA,746.3316328798
"41188",21958,1,3,1,20,NA,746.3316328798
"41189",21958,1,4,2,17,NA,746.3316328798
"41190",21958,1,5,2,16,NA,746.3316328798
"41191",22026,1,1,1,57,NA,512.558867652184
"41192",22026,1,5,1,29,NA,512.558867652184
"41193",22026,1,6,2,37,NA,512.558867652184
"41194",22026,1,7,1,59,NA,512.558867652184
"41195",22026,1,8,1,17,NA,512.558867652184
"41196",22097,1,1,2,43,NA,530.112434099916
"41197",22097,1,2,2,71,NA,530.112434099916
"41198",22192,1,1,1,45,NA,689.003964204858
"41199",22192,1,2,2,29,NA,689.003964204858
"41200",22192,1,3,2,12,NA,689.003964204858
"41201",22205,1,1,1,48,NA,897.42213216621
"41202",22205,1,2,2,43,NA,897.42213216621
"41203",22205,1,3,1,19,NA,897.42213216621
"41204",22205,1,4,1,17,NA,897.42213216621
"41205",22290,1,1,1,56,NA,1080.96783429255
"41206",22290,1,2,2,53,NA,1080.96783429255
"41207",22290,1,3,1,27,NA,1080.96783429255
"41208",22290,1,4,1,24,NA,1080.96783429255
"41209",22290,1,5,2,20,NA,1080.96783429255
"41210",22319,1,1,2,63,NA,454.170496677999
"41211",22319,1,2,1,38,NA,454.170496677999
"41212",22319,1,3,2,42,NA,454.170496677999
"41213",22319,1,4,1,20,NA,454.170496677999
"41214",22319,1,5,2,14,NA,454.170496677999
"41215",22319,1,6,2,89,NA,454.170496677999
"41216",22324,1,1,1,44,NA,1060.54985240651
"41217",22324,1,2,2,39,NA,1060.54985240651
"41218",22324,1,3,2,16,NA,1060.54985240651
"41219",22324,1,4,2,13,NA,1060.54985240651
"41220",22346,1,1,1,36,NA,992.400165275001
"41221",22346,1,2,2,45,NA,992.400165275001
"41222",22346,1,3,1,19,NA,992.400165275001
"41223",22359,1,1,1,31,NA,701.479942410363
"41224",22359,1,2,2,33,NA,701.479942410363
"41225",22364,1,1,2,50,NA,666.939813106154
"41226",22364,1,2,2,21,NA,666.939813106154
"41227",22364,1,3,2,19,NA,666.939813106154
"41228",22371,2,1,1,64,NA,624.581029735513
"41229",22371,2,2,2,67,NA,624.581029735513
"41230",22371,2,3,2,37,NA,624.581029735513
"41231",22381,1,1,1,58,NA,528.903861040592
"41232",22381,1,2,1,22,NA,528.903861040592
"41233",22381,1,3,2,17,NA,528.903861040592
"41234",22381,1,4,2,28,NA,528.903861040592
"41235",22381,1,6,2,51,NA,528.903861040592
"41236",22400,1,1,1,48,NA,576.354579776081
"41237",22400,1,2,2,47,NA,576.354579776081
"41238",22400,1,3,1,21,NA,576.354579776081
"41239",22400,1,4,2,18,NA,576.354579776081
"41240",22400,1,5,1,25,NA,576.354579776081
"41241",22454,1,1,2,74,NA,846.103069313071
"41242",22454,1,2,1,45,NA,846.103069313071
"41243",22454,1,3,1,51,NA,846.103069313071
"41244",22454,1,4,2,45,NA,846.103069313071
"41245",22454,1,5,1,25,NA,846.103069313071
"41246",22454,1,6,1,21,NA,846.103069313071
"41247",22454,1,7,1,26,NA,846.103069313071
"41248",22454,1,8,2,27,NA,846.103069313071
"41249",22464,1,1,2,38,NA,303.295892739697
"41250",22464,1,2,1,51,NA,303.295892739697
"41251",22464,1,3,1,21,NA,303.295892739697
"41252",22464,1,4,2,20,NA,303.295892739697
"41253",22464,1,5,2,18,NA,303.295892739697
"41254",22464,1,6,1,17,NA,303.295892739697
"41255",22464,1,7,1,16,NA,303.295892739697
"41256",22465,1,1,1,31,NA,505.327985515171
"41257",22465,1,2,2,40,NA,505.327985515171
"41258",22465,1,3,1,22,NA,505.327985515171
"41259",22465,1,4,2,12,NA,505.327985515171
"41260",22465,1,5,1,59,NA,505.327985515171
"41261",22465,1,6,2,51,NA,505.327985515171
"41262",22465,1,7,2,57,NA,505.327985515171
"41263",22465,1,8,2,36,NA,505.327985515171
"41264",22520,1,1,2,77,NA,389.344794522161
"41265",22520,1,2,1,60,NA,389.344794522161
"41266",22520,1,3,1,52,NA,389.344794522161
"41267",22526,1,1,1,34,NA,964.400667336669
"41268",22526,1,2,2,29,NA,964.400667336669
"41269",22534,1,1,1,33,NA,601.396500773664
"41270",22534,1,2,2,34,NA,601.396500773664
"41271",22534,1,3,2,15,NA,601.396500773664
"41272",22539,1,1,2,30,NA,954.125469967786
"41273",22539,1,2,1,30,NA,954.125469967786
"41274",22624,1,1,1,65,NA,687.869686612836
"41275",22624,1,2,1,66,NA,687.869686612836
"41276",22624,1,3,1,44,NA,687.869686612836
"41277",22624,1,4,1,16,NA,687.869686612836
"41278",22660,1,1,1,32,NA,905.459444571828
"41279",22660,1,2,2,31,NA,905.459444571828
"41280",22660,1,3,1,13,NA,905.459444571828
"41281",22677,1,1,1,68,NA,421.588297556883
"41282",22677,1,2,2,62,NA,421.588297556883
"41283",22677,1,3,2,33,NA,421.588297556883
"41284",22677,1,4,1,16,NA,421.588297556883
"41285",22721,1,1,2,71,NA,1155.96487060957
"41286",22721,1,2,1,39,NA,1155.96487060957
"41287",22721,1,3,1,14,NA,1155.96487060957
"41288",22767,1,1,2,35,NA,339.022900004235
"41289",22767,1,2,2,15,NA,339.022900004235
"41290",22767,1,3,1,14,NA,339.022900004235
"41291",22786,1,1,1,38,NA,1649.60302780272
"41292",22786,1,2,2,28,NA,1649.60302780272
"41293",22786,1,3,2,15,NA,1649.60302780272
"41294",22838,1,1,1,30,NA,1043.44844366237
"41295",22838,1,2,2,26,NA,1043.44844366237
"41296",22865,1,1,1,30,NA,1047.9745745304
"41297",22865,1,2,2,37,NA,1047.9745745304
"41298",22865,1,3,1,15,NA,1047.9745745304
"41299",22900,1,1,1,61,NA,660.397309960566
"41300",22900,1,2,2,56,NA,660.397309960566
"41301",22906,1,1,1,47,NA,933.190511622836
"41302",22906,1,2,2,44,NA,933.190511622836
"41303",22912,1,1,1,67,NA,480.332553820406
"41304",22912,1,2,2,61,NA,480.332553820406
"41305",22912,1,3,2,32,NA,480.332553820406
"41306",22913,1,1,1,54,NA,965.972331817796
"41307",22913,1,2,2,62,NA,965.972331817796
"41308",22913,1,3,1,34,NA,965.972331817796
"41309",22926,1,1,1,52,NA,917.785097522068
"41310",22979,1,2,2,30,NA,614.6433299158
"41311",22982,1,1,1,54,NA,1071.78394431867
"41312",22982,1,2,2,49,NA,1071.78394431867
"41313",22982,1,3,2,24,NA,1071.78394431867
"41314",22994,1,1,1,55,NA,793.67406177935
"41315",22994,1,2,2,46,NA,793.67406177935
"41316",22994,1,3,1,22,NA,793.67406177935
"41317",22994,1,4,1,17,NA,793.67406177935
"41318",23031,1,1,2,76,NA,901.438313569468
"41319",23031,1,2,2,50,NA,901.438313569468
"41320",23031,1,3,1,50,NA,901.438313569468
"41321",23031,1,4,2,16,NA,901.438313569468
"41322",23056,1,1,1,56,NA,442.313741921115
"41323",23056,1,2,2,55,NA,442.313741921115
"41324",23056,1,3,2,21,NA,442.313741921115
"41325",23090,1,1,1,50,NA,450.466875931607
"41326",23090,1,2,1,20,NA,450.466875931607
"41327",23100,1,1,1,57,NA,471.143620967696
"41328",23100,1,2,1,57,NA,471.143620967696
"41329",23100,1,3,1,24,NA,471.143620967696
"41330",23100,1,4,1,25,NA,471.143620967696
"41331",23106,1,1,2,73,NA,639.393205782626
"41332",23107,1,1,2,50,NA,380.57139245696
"41333",23107,1,2,1,24,NA,380.57139245696
"41334",23107,1,3,2,23,NA,380.57139245696
"41335",23121,1,1,1,38,NA,850.717378185908
"41336",23121,1,2,2,41,NA,850.717378185908
"41337",23136,1,1,1,40,NA,395.650865481111
"41338",23136,1,2,2,35,NA,395.650865481111
"41339",23136,1,3,2,16,NA,395.650865481111
"41340",23136,1,4,2,15,NA,395.650865481111
"41341",23181,1,1,2,54,NA,593.685744736576
"41342",23181,1,2,1,60,NA,593.685744736576
"41343",23181,1,3,2,27,NA,593.685744736576
"41344",23181,1,4,1,30,NA,593.685744736576
"41345",23183,1,1,1,40,NA,378.53415358723
"41346",23183,1,2,2,40,NA,378.53415358723
"41347",23183,1,3,1,16,NA,378.53415358723
"41348",23183,1,4,1,13,NA,378.53415358723
"41349",23183,1,5,1,12,NA,378.53415358723
"41350",23184,1,1,2,39,NA,694.053362838725
"41351",23184,1,2,1,17,NA,694.053362838725
"41352",23184,1,5,2,62,NA,694.053362838725
"41353",23184,1,6,1,12,NA,694.053362838725
"41354",23189,2,1,1,32,NA,913.164472157203
"41355",23189,2,4,2,57,NA,913.164472157203
"41356",23192,1,1,1,37,NA,1241.48395156607
"41357",23192,1,2,2,28,NA,1241.48395156607
"41358",23210,1,1,1,85,NA,254.062510125071
"41359",23210,1,2,2,74,NA,254.062510125071
"41360",23210,1,3,1,24,NA,254.062510125071
"41361",23210,1,4,1,20,NA,254.062510125071
"41362",23216,1,1,1,47,NA,833.344466975107
"41363",23216,1,2,2,38,NA,833.344466975107
"41364",23218,1,1,2,38,NA,917.912388165263
"41365",23222,1,1,1,68,NA,624.581029735513
"41366",23222,1,2,2,60,NA,624.581029735513
"41367",23222,1,3,2,35,NA,624.581029735513
"41368",23225,1,1,1,41,NA,692.65496977232
"41369",23225,1,2,2,40,NA,692.65496977232
"41370",23225,1,3,1,18,NA,692.65496977232
"41371",23225,1,4,2,16,NA,692.65496977232
"41372",23231,1,1,2,40,NA,761.826025059677
"41373",23231,1,2,1,61,NA,761.826025059677
"41374",23231,1,3,2,38,NA,761.826025059677
"41375",23232,1,1,1,66,NA,266.597050794448
"41376",23232,1,2,2,59,NA,266.597050794448
"41377",23232,1,3,1,35,NA,266.597050794448
"41378",23232,1,4,2,31,NA,266.597050794448
"41379",23232,1,5,1,20,NA,266.597050794448
"41380",23232,1,6,1,17,NA,266.597050794448
"41381",23232,1,7,2,17,NA,266.597050794448
"41382",23233,1,1,2,20,NA,510.387681957923
"41383",23233,1,2,1,24,NA,510.387681957923
"41384",23233,1,3,2,19,NA,510.387681957923
"41385",23233,1,4,1,25,NA,510.387681957923
"41386",23244,1,1,1,66,NA,480.838821525885
"41387",23244,1,2,2,65,NA,480.838821525885
"41388",23244,1,3,2,41,NA,480.838821525885
"41389",23244,1,4,1,43,NA,480.838821525885
"41390",23244,1,5,1,15,NA,480.838821525885
"41391",23246,1,1,1,36,NA,1053.7521883973
"41392",23246,1,2,2,33,NA,1053.7521883973
"41393",23246,1,3,1,14,NA,1053.7521883973
"41394",23247,1,1,1,35,NA,560.550210432575
"41395",23247,1,2,2,33,NA,560.550210432575
"41396",23252,1,1,2,30,NA,549.10294335569
"41397",23252,1,2,1,37,NA,549.10294335569
"41398",23254,1,1,1,67,NA,923.176082185164
"41399",23254,1,2,2,59,NA,923.176082185164
"41400",23254,1,3,2,43,NA,923.176082185164
"41401",23254,1,4,1,44,NA,923.176082185164
"41402",23254,1,5,1,13,NA,923.176082185164
"41403",23254,1,6,2,37,NA,923.176082185164
"41404",23254,1,7,1,13,NA,923.176082185164
"41405",23265,1,1,1,33,NA,393.167050523873
"41406",23265,1,2,2,33,NA,393.167050523873
"41407",23265,1,6,2,60,NA,393.167050523873
"41408",23265,1,7,2,37,NA,393.167050523873
"41409",23265,1,8,2,17,NA,393.167050523873
"41410",23265,1,11,1,61,NA,393.167050523873
"41411",23265,1,12,1,16,NA,393.167050523873
"41412",23324,1,1,1,49,NA,626.340239851622
"41413",23324,1,2,2,35,NA,626.340239851622
"41414",23364,1,1,1,25,NA,1241.48395156607
"41415",23364,1,2,2,25,NA,1241.48395156607
"41416",23399,1,1,1,54,NA,654.984109081501
"41417",23399,1,2,2,45,NA,654.984109081501
"41418",23399,1,3,1,19,NA,654.984109081501
"41419",23424,1,1,1,65,NA,739.982796606447
"41420",23424,1,2,2,58,NA,739.982796606447
"41421",23424,1,3,1,51,NA,739.982796606447
"41422",23506,1,1,1,39,NA,761.263859893369
"41423",23506,1,2,2,39,NA,761.263859893369
"41424",23506,1,3,2,12,NA,761.263859893369
"41425",23506,1,4,1,15,NA,761.263859893369
"41426",23506,1,5,1,15,NA,761.263859893369
"41427",23509,1,1,2,51,NA,940.723816457721
"41428",23509,1,2,2,25,NA,940.723816457721
"41429",23509,1,3,1,19,NA,940.723816457721
"41430",23509,1,4,1,64,NA,940.723816457721
"41431",23509,1,5,2,15,NA,940.723816457721
"41432",23509,1,6,1,27,NA,940.723816457721
"41433",23509,1,7,2,39,NA,940.723816457721
"41434",23518,1,1,1,51,NA,623.398873718897
"41435",23518,1,2,2,50,NA,623.398873718897
"41436",23518,1,3,1,59,NA,623.398873718897
"41437",23528,1,1,1,40,NA,532.636032361371
"41438",23528,1,2,2,40,NA,532.636032361371
"41439",23528,1,3,2,22,NA,532.636032361371
"41440",23528,1,4,1,32,NA,532.636032361371
"41441",23569,1,1,1,19,NA,626.024760106855
"41442",23569,1,2,2,21,NA,626.024760106855
"41443",23575,1,1,2,44,NA,758.714897242744
"41444",23575,1,2,1,22,NA,758.714897242744
"41445",23575,1,3,2,15,NA,758.714897242744
"41446",23596,1,1,2,61,NA,1005.95647380167
"41447",23596,1,2,1,43,NA,1005.95647380167
"41448",23596,1,3,2,40,NA,1005.95647380167
"41449",23596,1,4,1,17,NA,1005.95647380167
"41450",23599,1,1,2,38,NA,587.729985833145
"41451",23599,1,2,2,13,NA,587.729985833145
"41452",23599,1,3,2,54,NA,587.729985833145
"41453",23613,1,1,2,44,NA,327.175035938641
"41454",23613,1,2,2,20,NA,327.175035938641
"41455",23613,1,3,2,19,NA,327.175035938641
"41456",23613,1,4,2,75,NA,327.175035938641
"41457",23613,1,5,2,47,NA,327.175035938641
"41458",23613,1,6,1,14,NA,327.175035938641
"41459",23642,1,1,1,56,NA,359.496511512227
"41460",23642,1,2,2,47,NA,359.496511512227
"41461",23642,1,3,2,20,NA,359.496511512227
"41462",23642,1,4,2,24,NA,359.496511512227
"41463",23646,1,1,1,35,NA,1360.53035788063
"41464",23646,1,2,2,30,NA,1360.53035788063
"41465",23673,1,1,1,29,NA,526.874457440832
"41466",23673,1,2,2,26,NA,526.874457440832
"41467",23673,1,5,1,61,NA,526.874457440832
"41468",23673,1,6,2,21,NA,526.874457440832
"41469",23701,1,1,1,69,NA,216.330268301555
"41470",23701,1,2,2,62,NA,216.330268301555
"41471",23703,1,1,2,72,NA,276.230508478563
"41472",23703,1,2,1,45,NA,276.230508478563
"41473",23704,1,1,1,71,NA,217.359512523224
"41474",23704,1,2,2,60,NA,217.359512523224
"41475",23704,1,3,1,25,NA,217.359512523224
"41476",23704,1,4,2,81,NA,217.359512523224
"41477",23710,1,1,2,59,NA,346.33123534184
"41478",23710,1,2,1,25,NA,346.33123534184
"41479",23710,1,3,2,21,NA,346.33123534184
"41480",23710,1,4,2,87,NA,346.33123534184
"41481",23742,1,1,2,40,NA,565.935459516376
"41482",23742,1,2,2,18,NA,565.935459516376
"41483",23742,2,1,1,38,NA,565.935459516376
"41484",23796,1,1,1,56,NA,975.941127811518
"41485",23796,1,2,1,49,NA,975.941127811518
"41486",23796,1,3,2,25,NA,975.941127811518
"41487",23796,1,4,2,18,NA,975.941127811518
"41488",23843,1,1,2,52,NA,586.482107095858
"41489",23843,1,2,1,21,NA,586.482107095858
"41490",23843,1,3,2,29,NA,586.482107095858
"41491",23843,1,4,1,23,NA,586.482107095858
"41492",23848,1,1,1,79,NA,225.701515605802
"41493",23848,1,2,2,62,NA,225.701515605802
"41494",23848,1,3,1,22,NA,225.701515605802
"41495",23848,1,4,2,36,NA,225.701515605802
"41496",23882,1,1,1,72,NA,321.415129690213
"41497",23882,1,2,2,34,NA,321.415129690213
"41498",23882,1,3,1,15,NA,321.415129690213
"41499",23882,1,4,2,14,NA,321.415129690213
"41500",23891,1,1,2,36,NA,298.519245182464
"41501",23891,1,2,2,58,NA,298.519245182464
"41502",23891,1,3,2,39,NA,298.519245182464
"41503",23928,1,1,2,66,NA,247.549750478987
"41504",23932,1,1,1,21,NA,330.560662116397
"41505",23932,1,2,2,22,NA,330.560662116397
"41506",23940,1,1,1,53,NA,303.88202225647
"41507",23949,1,1,1,72,NA,243.981782079463
"41508",23953,1,1,2,48,NA,479.522375986032
"41509",23986,1,1,2,61,NA,558.200854635592
"41510",23986,1,2,1,62,NA,558.200854635592
"41511",23986,1,3,1,39,NA,558.200854635592
"41512",23986,1,4,1,43,NA,558.200854635592
"41513",24011,1,1,1,49,NA,535.055566179874
"41514",24011,1,2,2,21,NA,535.055566179874
"41515",24011,1,4,1,35,NA,535.055566179874
"41516",24011,1,5,2,36,NA,535.055566179874
"41517",24011,1,6,1,18,NA,535.055566179874
"41518",24099,1,1,1,48,NA,513.490023136137
"41519",24099,1,2,2,40,NA,513.490023136137
"41520",24099,1,3,2,73,NA,513.490023136137
"41521",24142,1,1,1,62,NA,299.956127282049
"41522",24142,1,2,2,92,NA,299.956127282049
"41523",24142,1,3,2,57,NA,299.956127282049
"41524",24142,1,4,1,53,NA,299.956127282049
"41525",24159,1,1,1,48,NA,328.927284917809
"41526",24159,1,2,2,16,NA,328.927284917809
"41527",24159,1,3,2,23,NA,328.927284917809
"41528",24166,1,1,1,68,NA,289.253671980661
"41529",24166,1,2,2,56,NA,289.253671980661
"41530",24175,1,1,1,72,NA,196.732510787035
"41531",24175,1,2,2,77,NA,196.732510787035
"41532",24175,1,3,2,41,NA,196.732510787035
"41533",24175,1,4,2,20,NA,196.732510787035
"41534",24180,1,1,1,57,NA,330.714583933432
"41535",24180,1,2,2,60,NA,330.714583933432
"41536",24180,1,3,2,30,NA,330.714583933432
"41537",24180,1,4,2,25,NA,330.714583933432
"41538",24180,1,5,2,87,NA,330.714583933432
"41539",24205,1,1,1,65,NA,243.981782079463
"41540",24219,1,1,1,58,NA,428.206812223399
"41541",24219,1,2,2,45,NA,428.206812223399
"41542",24222,1,1,2,52,NA,473.783144026362
"41543",24222,1,2,1,55,NA,473.783144026362
"41544",24222,1,3,1,54,NA,473.783144026362
"41545",24242,1,1,2,59,NA,407.084954770331
"41546",24242,1,2,1,27,NA,407.084954770331
"41547",24242,1,3,2,33,NA,407.084954770331
"41548",24303,1,1,2,36,NA,454.526142059328
"41549",24303,1,2,1,34,NA,454.526142059328
"41550",24391,1,1,1,51,NA,330.098428628455
"41551",24391,1,2,2,45,NA,330.098428628455
"41552",24391,1,3,2,22,NA,330.098428628455
"41553",24391,1,4,2,17,NA,330.098428628455
"41554",24740,1,1,1,67,NA,512.827949596206
"41555",24740,1,2,2,61,NA,512.827949596206
"41556",24740,1,3,1,21,NA,512.827949596206
"41557",24759,1,1,1,53,NA,731.251707613622
"41558",24759,1,2,2,15,NA,731.251707613622
"41559",25636,1,1,2,58,NA,870.919409001438
"41560",25636,1,2,1,20,NA,870.919409001438
"41561",25636,1,3,1,27,NA,870.919409001438
"41562",25636,1,4,1,37,NA,870.919409001438
"41563",25636,1,5,1,42,NA,870.919409001438
"41564",25636,1,6,1,16,NA,870.919409001438
"41565",25698,1,1,2,53,NA,770.166216097567
"41566",25701,1,1,1,67,NA,532.149323094735
"41567",25701,1,2,2,79,NA,532.149323094735
"41568",25709,1,1,1,55,NA,428.495102724555
"41569",25709,1,2,2,46,NA,428.495102724555
"41570",25709,1,3,2,15,NA,428.495102724555
"41571",25709,1,4,2,56,NA,428.495102724555
"41572",25709,1,5,2,19,NA,428.495102724555
"41573",25784,1,1,2,58,NA,760.705746187086
"41574",25784,1,2,1,32,NA,760.705746187086
"41575",25796,1,1,1,35,NA,810.207026843722
"41576",25796,1,2,2,53,NA,810.207026843722
"41577",25802,1,1,1,44,NA,720.482519989651
"41578",25802,1,2,2,42,NA,720.482519989651
"41579",25802,1,3,1,15,NA,720.482519989651
"41580",25823,1,1,2,51,NA,727.217214163781
"41581",25823,1,2,1,25,NA,727.217214163781
"41582",25823,1,3,2,14,NA,727.217214163781
"41583",25823,1,5,2,76,NA,727.217214163781
"41584",25823,1,6,1,65,NA,727.217214163781
"41585",25826,1,1,2,50,NA,700.017942877675
"41586",25826,1,2,1,18,NA,700.017942877675
"41587",25851,1,1,2,74,NA,872.532497142821
"41588",25854,1,1,1,75,NA,425.754808085484
"41589",25854,1,2,1,65,NA,425.754808085484
"41590",25854,1,3,2,60,NA,425.754808085484
"41591",25870,1,1,2,40,NA,702.549773583384
"41592",25870,1,2,1,13,NA,702.549773583384
"41593",25870,1,3,2,73,NA,702.549773583384
"41594",25870,1,4,1,26,NA,702.549773583384
"41595",25895,1,1,1,54,NA,1104.11606959453
"41596",25895,1,2,2,52,NA,1104.11606959453
"41597",25895,1,3,1,15,NA,1104.11606959453
"41598",25961,1,1,1,70,NA,832.345076640773
"41599",25961,1,2,2,36,NA,832.345076640773
"41600",25961,1,3,1,40,NA,832.345076640773
"41601",25961,1,4,2,36,NA,832.345076640773
"41602",25961,1,5,1,37,NA,832.345076640773
"41603",25968,1,1,1,62,NA,762.493958662885
"41604",25968,1,2,2,64,NA,762.493958662885
"41605",25977,1,1,1,62,NA,742.078557768407
"41606",25977,1,2,2,53,NA,742.078557768407
"41607",25983,1,1,2,60,NA,400.294998272045
"41608",25983,1,2,2,44,NA,400.294998272045
"41609",25983,1,3,2,16,NA,400.294998272045
"41610",25991,1,1,1,55,NA,423.437516875119
"41611",25991,1,2,2,58,NA,423.437516875119
"41612",25991,1,3,1,22,NA,423.437516875119
"41613",25991,1,4,1,18,NA,423.437516875119
"41614",25997,1,1,2,33,NA,444.433620036471
"41615",25997,1,2,1,17,NA,444.433620036471
"41616",25997,1,3,1,13,NA,444.433620036471
"41617",25997,1,4,1,12,NA,444.433620036471
"41618",26003,1,1,1,43,NA,764.361792375977
"41619",26003,1,2,2,33,NA,764.361792375977
"41620",26003,1,3,2,15,NA,764.361792375977
"41621",26008,1,1,1,27,NA,735.863775296013
"41622",26008,1,2,2,27,NA,735.863775296013
"41623",26025,1,1,1,48,NA,333.725083478524
"41624",26025,1,2,2,43,NA,333.725083478524
"41625",26025,1,3,1,21,NA,333.725083478524
"41626",26025,1,4,1,19,NA,333.725083478524
"41627",26025,1,5,2,17,NA,333.725083478524
"41628",26025,1,6,2,13,NA,333.725083478524
"41629",26025,1,7,2,22,NA,333.725083478524
"41630",26025,1,8,1,24,NA,333.725083478524
"41631",26035,1,1,2,46,NA,456.604203439642
"41632",26035,1,2,1,23,NA,456.604203439642
"41633",26035,1,3,1,21,NA,456.604203439642
"41634",26035,1,4,1,18,NA,456.604203439642
"41635",26062,1,1,2,77,NA,648.183324046946
"41636",26062,1,2,2,48,NA,648.183324046946
"41637",26062,1,3,1,49,NA,648.183324046946
"41638",26062,1,4,2,21,NA,648.183324046946
"41639",26062,1,5,2,14,NA,648.183324046946
"41640",26062,1,6,2,73,NA,648.183324046946
"41641",26128,1,1,1,66,NA,577.267900661695
"41642",26144,1,1,1,57,NA,577.267900661695
"41643",26167,1,1,1,50,NA,646.360419771192
"41644",26167,1,2,2,49,NA,646.360419771192
"41645",26167,1,3,1,23,NA,646.360419771192
"41646",26167,1,4,1,21,NA,646.360419771192
"41647",26167,1,5,1,17,NA,646.360419771192
"41648",26192,1,1,1,62,NA,801.654426832521
"41649",26205,1,1,2,81,NA,784.158142184296
"41650",26205,1,2,2,75,NA,784.158142184296
"41651",26205,1,3,2,38,NA,784.158142184296
"41652",26244,1,1,1,34,NA,870.754213147104
"41653",26244,1,2,2,44,NA,870.754213147104
"41654",26278,1,1,1,50,NA,849.71329825178
"41655",26278,1,2,2,34,NA,849.71329825178
"41656",26278,1,5,2,83,NA,849.71329825178
"41657",26278,1,6,2,31,NA,849.71329825178
"41658",26325,1,1,2,50,NA,1262.00128562017
"41659",26325,1,2,1,30,NA,1262.00128562017
"41660",26325,1,3,1,28,NA,1262.00128562017
"41661",26472,1,1,1,43,NA,686.882845024218
"41662",26472,1,2,2,44,NA,686.882845024218
"41663",26472,1,3,1,19,NA,686.882845024218
"41664",26472,1,4,2,15,NA,686.882845024218
"41665",26544,1,1,1,74,NA,926.530171978069
"41666",26544,1,2,2,70,NA,926.530171978069
"41667",26544,1,3,2,50,NA,926.530171978069
"41668",26544,1,4,1,45,NA,926.530171978069
"41669",26544,1,5,2,33,NA,926.530171978069
"41670",26551,1,1,1,57,NA,651.565505348322
"41671",26551,1,2,2,57,NA,651.565505348322
"41672",26551,1,3,1,33,NA,651.565505348322
"41673",26551,1,4,2,32,NA,651.565505348322
"41674",26551,1,5,1,20,NA,651.565505348322
"41675",26560,1,1,2,59,NA,767.385450089244
"41676",26560,1,2,2,44,NA,767.385450089244
"41677",26560,1,3,1,35,NA,767.385450089244
"41678",26596,1,1,2,57,NA,1190.50170498324
"41679",26596,1,2,1,33,NA,1190.50170498324
"41680",26596,1,3,1,30,NA,1190.50170498324
"41681",26596,1,4,2,28,NA,1190.50170498324
"41682",26627,1,1,1,47,NA,669.654708073506
"41683",26627,1,2,2,37,NA,669.654708073506
"41684",26627,1,3,1,16,NA,669.654708073506
"41685",26627,1,4,2,14,NA,669.654708073506
"41686",26702,1,1,2,43,NA,446.197295932406
"41687",26702,1,2,1,55,NA,446.197295932406
"41688",26702,1,3,1,21,NA,446.197295932406
"41689",26702,1,4,1,18,NA,446.197295932406
"41690",26702,1,5,2,74,NA,446.197295932406
"41691",26768,1,1,1,38,NA,978.302209395497
"41692",26768,1,2,2,39,NA,978.302209395497
"41693",26768,1,3,2,17,NA,978.302209395497
"41694",26777,1,1,2,49,NA,742.078557768407
"41695",26777,1,2,1,57,NA,742.078557768407
"41696",26801,1,1,1,43,NA,773.912697730473
"41697",26801,1,2,2,38,NA,773.912697730473
"41698",26801,1,3,1,19,NA,773.912697730473
"41699",26801,1,4,1,17,NA,773.912697730473
"41700",26801,1,5,1,16,NA,773.912697730473
"41701",26853,1,1,1,40,NA,942.450171013853
"41702",26853,1,2,2,42,NA,942.450171013853
"41703",26853,1,3,1,22,NA,942.450171013853
"41704",26853,1,4,1,18,NA,942.450171013853
"41705",26853,1,5,1,16,NA,942.450171013853
"41706",26853,1,6,1,13,NA,942.450171013853
"41707",26903,1,1,2,28,NA,572.693552834929
"41708",26903,1,4,1,19,NA,572.693552834929
"41709",26920,1,1,1,55,NA,459.256392500948
"41710",26920,1,2,2,48,NA,459.256392500948
"41711",26920,1,3,2,24,NA,459.256392500948
"41712",26920,1,4,2,22,NA,459.256392500948
"41713",26928,1,1,2,70,NA,597.831948101264
"41714",26928,1,2,1,52,NA,597.831948101264
"41715",26928,1,3,2,47,NA,597.831948101264
"41716",26928,1,4,1,32,NA,597.831948101264
"41717",26991,1,1,1,43,NA,830.98393177843
"41718",26991,1,2,2,35,NA,830.98393177843
"41719",27040,1,1,2,60,NA,368.733819108817
"41720",27040,1,2,2,22,NA,368.733819108817
"41721",27040,1,4,1,17,NA,368.733819108817
"41722",27040,1,5,2,14,NA,368.733819108817
"41723",27068,1,1,2,36,NA,1137.20340187215
"41724",27068,1,2,1,41,NA,1137.20340187215
"41725",27098,1,1,1,40,NA,647.562618835884
"41726",27098,1,2,1,77,NA,647.562618835884
"41727",27098,1,3,2,77,NA,647.562618835884
"41728",27098,1,4,1,43,NA,647.562618835884
"41729",27137,1,1,2,60,NA,681.72237271597
"41730",27218,1,1,2,48,NA,637.465390546235
"41731",27218,1,2,2,17,NA,637.465390546235
