"","directorio","secuencia_p","orden","fecha","ocu","inac","deso"
"52771",5208824,1,3,2020-08-01,1,0,0
"52772",5208824,2,1,2020-08-01,1,0,0
"52773",5208824,2,2,2020-08-01,0,0,1
"52774",5208824,3,1,2020-08-01,1,0,0
"52775",5208824,3,2,2020-08-01,0,1,0
"52776",5208824,3,3,2020-08-01,0,1,0
"52777",5208824,3,4,2020-08-01,0,1,0
"52778",5208825,1,1,2020-08-01,0,1,0
"52779",5208825,1,2,2020-08-01,0,1,0
"52780",5208826,1,1,2020-08-01,1,0,0
"52781",5208826,1,2,2020-08-01,1,0,0
"52782",5208826,1,3,2020-08-01,0,1,0
"52783",5208826,1,4,2020-08-01,1,0,0
"52784",5208826,1,7,2020-08-01,0,1,0
"52785",5208826,1,8,2020-08-01,0,0,1
"52786",5208826,1,9,2020-08-01,0,1,0
"52787",5208828,1,1,2020-08-01,1,0,0
"52788",5208828,1,2,2020-08-01,1,0,0
"52789",5208828,1,3,2020-08-01,1,0,0
"52790",5208829,1,1,2020-08-01,1,0,0
"52791",5208829,1,2,2020-08-01,1,0,0
"52792",5208829,1,3,2020-08-01,0,1,0
"52793",5208829,1,4,2020-08-01,0,1,0
"52794",5208830,1,1,2020-08-01,1,0,0
"52795",5208830,1,2,2020-08-01,0,1,0
"52796",5208831,1,1,2020-08-01,1,0,0
"52797",5208831,1,2,2020-08-01,0,1,0
"52798",5208831,1,3,2020-08-01,1,0,0
"52799",5208831,1,4,2020-08-01,0,1,0
"52800",5208831,1,5,2020-08-01,0,1,0
"52801",5208831,1,6,2020-08-01,0,1,0
"52802",5208832,1,1,2020-08-01,1,0,0
"52803",5208832,1,2,2020-08-01,1,0,0
"52804",5208832,1,3,2020-08-01,0,0,1
"52805",5208832,1,4,2020-08-01,0,1,0
"52806",5208836,1,1,2020-08-01,0,1,0
"52807",5208836,1,2,2020-08-01,1,0,0
"52808",5208836,1,3,2020-08-01,1,0,0
"52809",5208836,1,4,2020-08-01,0,1,0
"52810",5208836,1,5,2020-08-01,1,0,0
"52811",5208841,1,1,2020-08-01,1,0,0
"52812",5208843,1,1,2020-08-01,1,0,0
"52813",5208843,1,2,2020-08-01,0,1,0
"52814",5208843,1,3,2020-08-01,1,0,0
"52815",5208844,1,1,2020-08-01,1,0,0
"52816",5208844,1,2,2020-08-01,1,0,0
"52817",5208845,1,1,2020-08-01,1,0,0
"52818",5208845,1,2,2020-08-01,1,0,0
"52819",5208845,1,3,2020-08-01,0,1,0
"52820",5208845,1,4,2020-08-01,0,0,1
"52821",5208846,1,1,2020-08-01,1,0,0
"52822",5208846,1,2,2020-08-01,1,0,0
"52823",5208846,1,3,2020-08-01,0,1,0
"52824",5208847,1,1,2020-08-01,0,1,0
"52825",5208847,1,2,2020-08-01,0,1,0
"52826",5208847,1,3,2020-08-01,1,0,0
"52827",5208847,1,4,2020-08-01,1,0,0
"52828",5208847,1,6,2020-08-01,1,0,0
"52829",5208849,1,1,2020-08-01,0,1,0
"52830",5208849,1,2,2020-08-01,1,0,0
"52831",5208849,1,3,2020-08-01,0,0,1
"52832",5208851,1,1,2020-08-01,0,1,0
"52833",5208855,1,1,2020-08-01,1,0,0
"52834",5208855,1,2,2020-08-01,1,0,0
"52835",5208855,1,3,2020-08-01,0,1,0
"52836",5208856,1,1,2020-08-01,1,0,0
"52837",5208856,1,2,2020-08-01,1,0,0
"52838",5208857,1,1,2020-08-01,1,0,0
"52839",5208857,1,2,2020-08-01,0,1,0
"52840",5208857,1,3,2020-08-01,1,0,0
"52841",5208857,1,5,2020-08-01,1,0,0
"52842",5208857,1,6,2020-08-01,0,1,0
"52843",5208857,1,9,2020-08-01,0,1,0
"52844",5208858,1,1,2020-08-01,1,0,0
"52845",5208858,1,2,2020-08-01,1,0,0
"52846",5208858,1,3,2020-08-01,0,1,0
"52847",5208858,1,4,2020-08-01,0,1,0
"52848",5208858,1,5,2020-08-01,0,1,0
"52849",5208859,1,1,2020-08-01,1,0,0
"52850",5208859,1,2,2020-08-01,1,0,0
"52851",5208859,1,3,2020-08-01,0,1,0
"52852",5208860,1,1,2020-08-01,0,1,0
"52853",5208860,1,2,2020-08-01,0,1,0
"52854",5208860,1,3,2020-08-01,1,0,0
"52855",5208860,1,4,2020-08-01,1,0,0
"52856",5208860,1,7,2020-08-01,1,0,0
"52857",5208860,1,8,2020-08-01,1,0,0
"52858",5208862,1,1,2020-08-01,1,0,0
"52859",5208862,1,2,2020-08-01,0,1,0
"52860",5209276,1,1,2020-08-01,1,0,0
"52861",5209276,1,2,2020-08-01,0,0,1
"52862",5209276,1,4,2020-08-01,1,0,0
"52863",5209276,1,5,2020-08-01,0,0,1
"52864",5209276,1,6,2020-08-01,0,1,0
"52865",5209276,1,7,2020-08-01,1,0,0
"52866",5209277,1,1,2020-08-01,1,0,0
"52867",5209277,1,2,2020-08-01,1,0,0
"52868",5209277,1,3,2020-08-01,0,1,0
"52869",5209277,1,4,2020-08-01,0,1,0
"52870",5209278,1,1,2020-08-01,1,0,0
"52871",5209278,1,2,2020-08-01,1,0,0
"52872",5209278,1,3,2020-08-01,1,0,0
"52873",5209278,1,4,2020-08-01,1,0,0
"52874",5209278,1,5,2020-08-01,0,1,0
"52875",5209279,1,1,2020-08-01,1,0,0
"52876",5209279,1,2,2020-08-01,0,1,0
"52877",5209280,1,1,2020-08-01,1,0,0
"52878",5209280,1,2,2020-08-01,0,1,0
"52879",5209280,1,3,2020-08-01,1,0,0
"52880",5209280,1,4,2020-08-01,1,0,0
"52881",5209280,1,5,2020-08-01,1,0,0
"52882",5209280,1,6,2020-08-01,0,1,0
"52883",5209281,1,1,2020-08-01,1,0,0
"52884",5209281,1,2,2020-08-01,1,0,0
"52885",5209282,1,1,2020-08-01,1,0,0
"52886",5209282,1,2,2020-08-01,1,0,0
"52887",5209283,1,1,2020-08-01,1,0,0
"52888",5209283,1,2,2020-08-01,0,0,1
"52889",5209284,1,1,2020-08-01,0,1,0
"52890",5209284,1,2,2020-08-01,1,0,0
"52891",5209284,1,3,2020-08-01,0,1,0
"52892",5209284,1,4,2020-08-01,0,0,1
"52893",5209284,1,5,2020-08-01,0,1,0
"52894",5209285,1,1,2020-08-01,0,1,0
"52895",5209285,1,2,2020-08-01,1,0,0
"52896",5209285,1,3,2020-08-01,1,0,0
"52897",5209285,1,4,2020-08-01,1,0,0
"52898",5209285,1,5,2020-08-01,1,0,0
"52899",5209286,1,1,2020-08-01,1,0,0
"52900",5209286,1,2,2020-08-01,1,0,0
"52901",5209286,1,3,2020-08-01,0,1,0
"52902",5209287,1,1,2020-08-01,0,0,1
"52903",5209287,1,2,2020-08-01,0,1,0
"52904",5209288,1,1,2020-08-01,1,0,0
"52905",5209288,1,2,2020-08-01,0,1,0
"52906",5209288,1,3,2020-08-01,0,1,0
"52907",5209288,1,4,2020-08-01,0,1,0
"52908",5209289,1,1,2020-08-01,1,0,0
"52909",5209289,1,2,2020-08-01,0,0,1
"52910",5209289,1,3,2020-08-01,0,1,0
"52911",5209290,1,1,2020-08-01,1,0,0
"52912",5209290,1,2,2020-08-01,1,0,0
"52913",5209290,1,3,2020-08-01,0,0,1
"52914",5209290,1,4,2020-08-01,0,1,0
"52915",5209291,1,1,2020-08-01,0,1,0
"52916",5209291,1,2,2020-08-01,1,0,0
"52917",5209291,1,3,2020-08-01,1,0,0
"52918",5209291,1,4,2020-08-01,1,0,0
"52919",5209292,1,1,2020-08-01,0,0,1
"52920",5209292,1,2,2020-08-01,1,0,0
"52921",5209292,1,3,2020-08-01,0,0,1
"52922",5209292,1,4,2020-08-01,0,1,0
"52923",5209292,1,5,2020-08-01,1,0,0
"52924",5209293,1,1,2020-08-01,1,0,0
"52925",5209293,1,2,2020-08-01,0,0,1
"52926",5209294,1,1,2020-08-01,1,0,0
"52927",5209294,1,2,2020-08-01,0,1,0
"52928",5209295,1,1,2020-08-01,1,0,0
"52929",5209295,1,2,2020-08-01,1,0,0
"52930",5209295,1,3,2020-08-01,0,1,0
"52931",5209302,1,1,2020-08-01,1,0,0
"52932",5209302,1,2,2020-08-01,0,1,0
"52933",5209302,1,3,2020-08-01,1,0,0
"52934",5209302,1,4,2020-08-01,1,0,0
"52935",5209302,1,5,2020-08-01,0,1,0
"52936",5209303,1,1,2020-08-01,1,0,0
"52937",5209303,1,2,2020-08-01,1,0,0
"52938",5209304,1,1,2020-08-01,1,0,0
"52939",5209304,1,2,2020-08-01,0,1,0
"52940",5209304,1,3,2020-08-01,0,1,0
"52941",5209304,1,4,2020-08-01,1,0,0
"52942",5209306,1,1,2020-08-01,0,1,0
"52943",5209306,1,2,2020-08-01,1,0,0
"52944",5209306,1,3,2020-08-01,0,1,0
"52945",5209306,1,4,2020-08-01,0,0,1
"52946",5209307,1,1,2020-08-01,0,1,0
"52947",5209307,1,2,2020-08-01,0,1,0
"52948",5209307,1,3,2020-08-01,1,0,0
"52949",5209307,1,4,2020-08-01,0,1,0
"52950",5209307,1,5,2020-08-01,0,1,0
"52951",5209307,1,7,2020-08-01,0,1,0
"52952",5209307,1,8,2020-08-01,1,0,0
"52953",5209308,1,1,2020-08-01,1,0,0
"52954",5209308,1,2,2020-08-01,0,0,1
"52955",5209308,1,3,2020-08-01,0,0,1
"52956",5209801,1,1,2020-08-01,1,0,0
"52957",5209801,1,2,2020-08-01,0,0,1
"52958",5209801,1,3,2020-08-01,0,1,0
"52959",5209801,1,4,2020-08-01,0,1,0
"52960",5209802,1,1,2020-08-01,1,0,0
"52961",5209802,1,2,2020-08-01,1,0,0
"52962",5209802,1,3,2020-08-01,0,1,0
"52963",5209802,1,4,2020-08-01,0,1,0
"52964",5209803,1,1,2020-08-01,1,0,0
"52965",5209803,1,2,2020-08-01,1,0,0
"52966",5209803,1,4,2020-08-01,0,1,0
"52967",5209804,1,1,2020-08-01,0,1,0
"52968",5209804,1,2,2020-08-01,0,1,0
"52969",5209805,1,1,2020-08-01,1,0,0
"52970",5209805,1,2,2020-08-01,1,0,0
"52971",5209806,1,1,2020-08-01,1,0,0
"52972",5209806,1,2,2020-08-01,0,1,0
"52973",5209834,1,1,2020-08-01,1,0,0
"52974",5209834,1,2,2020-08-01,0,1,0
"52975",5209834,1,5,2020-08-01,1,0,0
"52976",5209834,1,6,2020-08-01,1,0,0
"52977",5209834,1,8,2020-08-01,1,0,0
"52978",5209834,1,9,2020-08-01,1,0,0
"52979",5209836,1,1,2020-08-01,1,0,0
"52980",5209836,1,2,2020-08-01,1,0,0
"52981",5209836,1,3,2020-08-01,0,1,0
"52982",5209837,1,1,2020-08-01,0,1,0
"52983",5209837,1,2,2020-08-01,1,0,0
"52984",5209837,1,3,2020-08-01,0,1,0
"52985",5209837,1,4,2020-08-01,1,0,0
"52986",5209837,1,7,2020-08-01,0,1,0
"52987",5209840,1,1,2020-08-01,1,0,0
"52988",5209840,1,2,2020-08-01,1,0,0
"52989",5209840,1,3,2020-08-01,1,0,0
"52990",5209840,1,4,2020-08-01,0,1,0
"52991",5209841,1,1,2020-08-01,1,0,0
"52992",5209841,1,2,2020-08-01,1,0,0
"52993",5209843,1,1,2020-08-01,1,0,0
"52994",5209843,1,2,2020-08-01,0,1,0
"52995",5209843,1,3,2020-08-01,1,0,0
"52996",5209843,1,5,2020-08-01,1,0,0
"52997",5209843,1,6,2020-08-01,0,1,0
"52998",5209843,1,8,2020-08-01,1,0,0
"52999",5209843,1,9,2020-08-01,1,0,0
"53000",5209843,1,11,2020-08-01,1,0,0
"53001",5209847,1,1,2020-08-01,1,0,0
"53002",5209847,1,2,2020-08-01,1,0,0
"53003",5209847,1,3,2020-08-01,0,1,0
"53004",5209847,1,4,2020-08-01,0,1,0
"53005",5209849,1,1,2020-08-01,0,1,0
"53006",5209849,1,2,2020-08-01,0,1,0
"53007",5209849,1,3,2020-08-01,0,1,0
"53008",5209850,1,1,2020-08-01,0,1,0
"53009",5209850,1,2,2020-08-01,0,1,0
"53010",5209850,1,4,2020-08-01,0,1,0
"53011",5209851,1,1,2020-08-01,1,0,0
"53012",5209851,1,2,2020-08-01,0,1,0
"53013",5209881,1,1,2020-08-01,1,0,0
"53014",5209881,1,2,2020-08-01,0,1,0
"53015",5209881,1,3,2020-08-01,0,1,0
"53016",5209881,1,4,2020-08-01,0,1,0
"53017",5209881,1,5,2020-08-01,0,1,0
"53018",5209882,1,1,2020-08-01,1,0,0
"53019",5209882,1,2,2020-08-01,0,1,0
"53020",5209882,1,3,2020-08-01,1,0,0
"53021",5209882,1,4,2020-08-01,0,1,0
"53022",5209882,1,5,2020-08-01,0,1,0
"53023",5209883,1,1,2020-08-01,1,0,0
"53024",5209883,1,2,2020-08-01,0,1,0
"53025",5209883,1,3,2020-08-01,0,1,0
"53026",5209884,1,1,2020-08-01,0,1,0
"53027",5209884,1,2,2020-08-01,0,1,0
"53028",5209884,1,3,2020-08-01,1,0,0
"53029",5209884,1,4,2020-08-01,0,0,1
"53030",5209884,1,5,2020-08-01,0,1,0
"53031",5209885,1,1,2020-08-01,1,0,0
"53032",5209885,1,2,2020-08-01,0,1,0
"53033",5209885,1,3,2020-08-01,0,1,0
"53034",5209895,1,1,2020-08-01,0,1,0
"53035",5209895,1,2,2020-08-01,1,0,0
"53036",5209896,1,1,2020-08-01,0,0,1
"53037",5209896,1,2,2020-08-01,0,1,0
"53038",5209897,1,1,2020-08-01,1,0,0
"53039",5209897,1,2,2020-08-01,0,1,0
"53040",5209897,1,3,2020-08-01,0,0,1
"53041",5209897,1,4,2020-08-01,0,0,1
"53042",5209897,1,5,2020-08-01,0,1,0
"53043",5209897,1,6,2020-08-01,0,1,0
"53044",5209898,1,1,2020-08-01,1,0,0
"53045",5209898,1,2,2020-08-01,1,0,0
"53046",5209899,1,1,2020-08-01,0,1,0
"53047",5209899,1,2,2020-08-01,0,1,0
"53048",5209899,1,3,2020-08-01,0,1,0
"53049",5209900,1,1,2020-08-01,0,1,0
"53050",5209900,1,2,2020-08-01,1,0,0
"53051",5209902,1,1,2020-08-01,1,0,0
"53052",5209903,1,1,2020-08-01,0,0,1
"53053",5209903,1,2,2020-08-01,0,1,0
"53054",5209904,1,1,2020-08-01,1,0,0
"53055",5209904,1,2,2020-08-01,1,0,0
"53056",5209910,1,1,2020-08-01,0,1,0
"53057",5209911,1,1,2020-08-01,0,0,1
"53058",5209918,1,1,2020-08-01,0,1,0
"53059",5209918,1,2,2020-08-01,0,1,0
"53060",5209918,1,3,2020-08-01,0,0,1
"53061",5209919,1,1,2020-08-01,0,1,0
"53062",5209919,1,2,2020-08-01,1,0,0
"53063",5209919,1,3,2020-08-01,0,1,0
"53064",5209919,1,4,2020-08-01,1,0,0
"53065",5209919,1,5,2020-08-01,1,0,0
"53066",5209921,1,1,2020-08-01,0,1,0
"53067",5209921,1,2,2020-08-01,0,1,0
"53068",5209921,1,3,2020-08-01,1,0,0
"53069",5209922,1,1,2020-08-01,1,0,0
"53070",5209922,1,2,2020-08-01,0,1,0
"53071",5209923,1,1,2020-08-01,0,1,0
"53072",5209923,1,2,2020-08-01,1,0,0
"53073",5209924,1,1,2020-08-01,1,0,0
"53074",5209924,1,2,2020-08-01,1,0,0
"53075",5209924,1,3,2020-08-01,0,1,0
"53076",5209927,1,1,2020-08-01,1,0,0
"53077",5209927,1,2,2020-08-01,1,0,0
"53078",5211524,1,1,2020-08-01,1,0,0
"53079",5211524,1,2,2020-08-01,0,1,0
"53080",5211524,1,3,2020-08-01,0,1,0
"53081",5211525,1,1,2020-08-01,1,0,0
"53082",5211525,1,2,2020-08-01,0,1,0
"53083",5211525,1,3,2020-08-01,0,1,0
"53084",5211525,1,4,2020-08-01,0,1,0
"53085",5211526,1,1,2020-08-01,0,1,0
"53086",5211526,1,2,2020-08-01,0,1,0
"53087",5211526,1,3,2020-08-01,0,0,1
"53088",5211526,1,4,2020-08-01,1,0,0
"53089",5211526,1,5,2020-08-01,0,1,0
"53090",5211527,1,1,2020-08-01,1,0,0
"53091",5211527,1,2,2020-08-01,0,1,0
"53092",5211527,1,3,2020-08-01,0,1,0
"53093",5211527,1,4,2020-08-01,0,1,0
"53094",5211528,1,1,2020-08-01,1,0,0
"53095",5211528,1,3,2020-08-01,0,1,0
"53096",5211529,1,1,2020-08-01,0,1,0
"53097",5211529,1,2,2020-08-01,0,1,0
"53098",5211529,1,3,2020-08-01,0,1,0
"53099",5211529,1,4,2020-08-01,1,0,0
"53100",5211529,1,5,2020-08-01,0,1,0
"53101",5211529,1,6,2020-08-01,1,0,0
"53102",5211530,1,1,2020-08-01,1,0,0
"53103",5211530,1,2,2020-08-01,1,0,0
"53104",5211531,1,1,2020-08-01,0,1,0
"53105",5211531,1,2,2020-08-01,0,1,0
"53106",5211531,1,3,2020-08-01,0,1,0
"53107",5211532,1,1,2020-08-01,0,0,1
"53108",5211532,1,2,2020-08-01,0,1,0
"53109",5211532,1,3,2020-08-01,0,1,0
"53110",5211533,1,1,2020-08-01,0,0,1
"53111",5211533,1,2,2020-08-01,1,0,0
"53112",5211533,1,3,2020-08-01,0,1,0
"53113",5211533,1,4,2020-08-01,0,1,0
"53114",5211534,1,1,2020-08-01,0,1,0
"53115",5211535,1,1,2020-08-01,1,0,0
"53116",5211535,1,2,2020-08-01,0,1,0
"53117",5211535,1,3,2020-08-01,0,1,0
"53118",5211535,1,4,2020-08-01,0,1,0
"53119",5211535,1,5,2020-08-01,0,0,1
"53120",5211535,1,6,2020-08-01,1,0,0
"53121",5211536,1,1,2020-08-01,1,0,0
"53122",5211536,1,2,2020-08-01,1,0,0
"53123",5211537,1,1,2020-08-01,1,0,0
"53124",5211537,1,2,2020-08-01,0,1,0
"53125",5211537,1,3,2020-08-01,0,1,0
"53126",5211540,1,1,2020-08-01,0,1,0
"53127",5211541,1,1,2020-08-01,0,1,0
"53128",5211541,1,2,2020-08-01,0,1,0
"53129",5211541,1,3,2020-08-01,1,0,0
"53130",5211542,1,1,2020-08-01,1,0,0
"53131",5211542,1,2,2020-08-01,1,0,0
"53132",5211543,1,1,2020-08-01,1,0,0
"53133",5211543,1,2,2020-08-01,0,1,0
"53134",5211545,1,1,2020-08-01,1,0,0
"53135",5211545,1,2,2020-08-01,0,1,0
"53136",5211547,1,1,2020-08-01,0,1,0
"53137",5211548,1,1,2020-08-01,1,0,0
"53138",5211548,1,2,2020-08-01,1,0,0
"53139",5211548,1,3,2020-08-01,0,1,0
"53140",5211549,1,1,2020-08-01,1,0,0
"53141",5214747,1,1,2020-09-01,1,0,0
"53142",5214747,1,2,2020-09-01,1,0,0
"53143",5214747,1,3,2020-09-01,0,1,0
"53144",5214747,1,4,2020-09-01,1,0,0
"53145",5214748,1,1,2020-09-01,0,1,0
"53146",5214748,1,2,2020-09-01,0,1,0
"53147",5214748,1,3,2020-09-01,1,0,0
"53148",5214748,1,4,2020-09-01,0,0,1
"53149",5215510,1,1,2020-09-01,0,1,0
"53150",5215510,1,2,2020-09-01,0,1,0
"53151",5215510,1,3,2020-09-01,0,1,0
"53152",5215511,1,1,2020-09-01,1,0,0
"53153",5215511,1,2,2020-09-01,1,0,0
"53154",5215512,1,1,2020-09-01,1,0,0
"53155",5215513,1,1,2020-09-01,1,0,0
"53156",5215513,1,2,2020-09-01,0,1,0
"53157",5215514,1,1,2020-09-01,1,0,0
"53158",5215514,1,2,2020-09-01,0,1,0
"53159",5215514,1,3,2020-09-01,0,1,0
"53160",5215514,1,5,2020-09-01,1,0,0
"53161",5215515,1,1,2020-09-01,1,0,0
"53162",5215515,1,2,2020-09-01,0,1,0
"53163",5215515,1,3,2020-09-01,0,1,0
"53164",5215516,1,1,2020-09-01,1,0,0
"53165",5215516,1,2,2020-09-01,0,1,0
"53166",5215517,1,1,2020-09-01,1,0,0
"53167",5215517,1,2,2020-09-01,1,0,0
"53168",5215517,1,5,2020-09-01,0,1,0
"53169",5215540,1,1,2020-09-01,1,0,0
"53170",5215540,1,2,2020-09-01,1,0,0
"53171",5215540,1,3,2020-09-01,1,0,0
"53172",5215541,1,1,2020-09-01,1,0,0
"53173",5215541,1,2,2020-09-01,1,0,0
"53174",5215542,1,1,2020-09-01,1,0,0
"53175",5215542,1,2,2020-09-01,1,0,0
"53176",5215542,1,4,2020-09-01,0,1,0
"53177",5215543,1,1,2020-09-01,1,0,0
"53178",5215543,1,2,2020-09-01,0,1,0
"53179",5215543,1,4,2020-09-01,1,0,0
"53180",5215544,1,1,2020-09-01,1,0,0
"53181",5215544,1,2,2020-09-01,0,0,1
"53182",5215544,1,3,2020-09-01,0,0,1
"53183",5215545,1,1,2020-09-01,0,0,1
"53184",5215545,1,2,2020-09-01,0,1,0
"53185",5215545,1,3,2020-09-01,0,1,0
"53186",5215545,1,4,2020-09-01,0,1,0
"53187",5215545,1,5,2020-09-01,0,1,0
"53188",5216026,1,1,2020-09-01,1,0,0
"53189",5216026,1,2,2020-09-01,0,1,0
"53190",5216026,1,3,2020-09-01,1,0,0
"53191",5216026,1,4,2020-09-01,1,0,0
"53192",5216026,1,5,2020-09-01,0,1,0
"53193",5216026,1,6,2020-09-01,0,1,0
"53194",5216027,1,1,2020-09-01,1,0,0
"53195",5216027,1,2,2020-09-01,1,0,0
"53196",5216028,1,1,2020-09-01,1,0,0
"53197",5216028,1,2,2020-09-01,1,0,0
"53198",5216028,1,3,2020-09-01,1,0,0
"53199",5216028,1,4,2020-09-01,1,0,0
"53200",5216028,1,5,2020-09-01,0,1,0
"53201",5216029,1,1,2020-09-01,0,1,0
"53202",5216029,1,2,2020-09-01,1,0,0
"53203",5216029,1,3,2020-09-01,1,0,0
"53204",5216029,1,4,2020-09-01,0,1,0
"53205",5216029,1,5,2020-09-01,0,1,0
"53206",5216029,1,6,2020-09-01,0,1,0
"53207",5216030,1,1,2020-09-01,1,0,0
"53208",5216030,2,1,2020-09-01,1,0,0
"53209",5216593,1,1,2020-09-01,1,0,0
"53210",5216593,1,2,2020-09-01,0,1,0
"53211",5216593,1,3,2020-09-01,0,1,0
"53212",5216594,1,1,2020-09-01,1,0,0
"53213",5216594,1,2,2020-09-01,1,0,0
"53214",5216594,1,3,2020-09-01,0,1,0
"53215",5216595,1,1,2020-09-01,1,0,0
"53216",5216595,1,2,2020-09-01,1,0,0
"53217",5216595,1,3,2020-09-01,1,0,0
"53218",5216595,1,4,2020-09-01,0,1,0
"53219",5216595,1,5,2020-09-01,0,1,0
"53220",5216595,1,6,2020-09-01,1,0,0
"53221",5216595,1,7,2020-09-01,0,1,0
"53222",5216596,1,1,2020-09-01,0,1,0
"53223",5216596,1,2,2020-09-01,1,0,0
"53224",5216596,1,3,2020-09-01,0,1,0
"53225",5216596,1,4,2020-09-01,0,1,0
"53226",5216597,1,1,2020-09-01,1,0,0
"53227",5216597,1,2,2020-09-01,1,0,0
"53228",5216597,1,3,2020-09-01,1,0,0
"53229",5216597,1,4,2020-09-01,0,1,0
"53230",5216598,1,1,2020-09-01,0,1,0
"53231",5216598,1,2,2020-09-01,0,0,1
"53232",5216598,1,3,2020-09-01,0,1,0
"53233",5216600,1,1,2020-09-01,1,0,0
"53234",5216600,1,2,2020-09-01,1,0,0
"53235",5216601,1,1,2020-09-01,1,0,0
"53236",5216601,1,2,2020-09-01,1,0,0
"53237",5216601,1,3,2020-09-01,0,0,1
"53238",5216601,1,4,2020-09-01,0,1,0
"53239",5216601,1,6,2020-09-01,1,0,0
"53240",5216602,1,1,2020-09-01,1,0,0
"53241",5216602,1,2,2020-09-01,1,0,0
"53242",5216602,1,3,2020-09-01,1,0,0
"53243",5216602,1,4,2020-09-01,0,1,0
"53244",5216602,1,5,2020-09-01,0,1,0
"53245",5216603,1,1,2020-09-01,1,0,0
"53246",5216604,1,1,2020-09-01,1,0,0
"53247",5216604,1,2,2020-09-01,0,1,0
"53248",5216604,1,3,2020-09-01,1,0,0
"53249",5216605,1,1,2020-09-01,1,0,0
"53250",5216605,1,2,2020-09-01,0,1,0
"53251",5216605,1,3,2020-09-01,1,0,0
"53252",5216606,1,1,2020-09-01,0,1,0
"53253",5216606,1,2,2020-09-01,1,0,0
"53254",5216607,1,1,2020-09-01,1,0,0
"53255",5216607,1,2,2020-09-01,1,0,0
"53256",5216608,1,1,2020-09-01,0,1,0
"53257",5216608,1,2,2020-09-01,1,0,0
"53258",5216608,1,3,2020-09-01,1,0,0
"53259",5216608,1,4,2020-09-01,0,1,0
"53260",5216609,1,1,2020-09-01,1,0,0
"53261",5216609,1,2,2020-09-01,0,1,0
"53262",5216609,1,3,2020-09-01,0,1,0
"53263",5216610,1,1,2020-09-01,1,0,0
"53264",5216610,1,2,2020-09-01,1,0,0
"53265",5216610,1,3,2020-09-01,0,1,0
"53266",5216611,1,1,2020-09-01,1,0,0
"53267",5216611,1,2,2020-09-01,1,0,0
"53268",5216611,1,3,2020-09-01,0,1,0
"53269",5216612,1,1,2020-09-01,1,0,0
"53270",5216612,1,2,2020-09-01,1,0,0
"53271",5216612,1,3,2020-09-01,1,0,0
"53272",5216612,1,4,2020-09-01,1,0,0
"53273",5216612,1,5,2020-09-01,0,1,0
"53274",5216613,1,1,2020-09-01,1,0,0
"53275",5216613,1,2,2020-09-01,0,1,0
"53276",5216614,1,1,2020-09-01,1,0,0
"53277",5216614,1,2,2020-09-01,1,0,0
"53278",5216614,1,3,2020-09-01,0,1,0
"53279",5216614,1,4,2020-09-01,0,1,0
"53280",5216615,1,1,2020-09-01,1,0,0
"53281",5216615,1,2,2020-09-01,1,0,0
"53282",5216615,1,3,2020-09-01,1,0,0
"53283",5216615,1,4,2020-09-01,0,1,0
"53284",5216615,1,6,2020-09-01,0,1,0
"53285",5216616,1,1,2020-09-01,1,0,0
"53286",5216616,1,2,2020-09-01,0,1,0
"53287",5216617,1,1,2020-09-01,0,1,0
"53288",5216617,1,2,2020-09-01,0,1,0
"53289",5216617,1,3,2020-09-01,0,1,0
"53290",5216617,1,4,2020-09-01,0,1,0
"53291",5216617,2,1,2020-09-01,1,0,0
"53292",5216618,1,1,2020-09-01,1,0,0
"53293",5216618,1,2,2020-09-01,1,0,0
"53294",5216618,1,3,2020-09-01,1,0,0
"53295",5216619,1,1,2020-09-01,1,0,0
"53296",5216619,1,2,2020-09-01,1,0,0
"53297",5216619,1,3,2020-09-01,0,1,0
"53298",5216619,1,4,2020-09-01,0,1,0
"53299",5216620,1,1,2020-09-01,0,1,0
"53300",5216620,1,2,2020-09-01,0,1,0
"53301",5216620,1,3,2020-09-01,1,0,0
"53302",5216621,1,1,2020-09-01,1,0,0
"53303",5216621,1,2,2020-09-01,1,0,0
"53304",5216622,1,1,2020-09-01,1,0,0
"53305",5216622,1,2,2020-09-01,1,0,0
"53306",5216622,1,3,2020-09-01,0,1,0
"53307",5216622,1,4,2020-09-01,1,0,0
"53308",5216622,1,5,2020-09-01,1,0,0
"53309",5216622,1,6,2020-09-01,1,0,0
"53310",5216622,1,7,2020-09-01,1,0,0
"53311",5216624,1,1,2020-09-01,1,0,0
"53312",5216624,1,2,2020-09-01,0,1,0
"53313",5216625,1,1,2020-09-01,0,1,0
"53314",5216625,1,2,2020-09-01,1,0,0
"53315",5216625,1,3,2020-09-01,0,1,0
"53316",5216626,1,1,2020-09-01,1,0,0
"53317",5216626,1,2,2020-09-01,0,1,0
"53318",5216626,1,3,2020-09-01,0,1,0
"53319",5216627,1,1,2020-09-01,1,0,0
"53320",5216627,1,2,2020-09-01,0,0,1
"53321",5216627,1,3,2020-09-01,1,0,0
"53322",5216627,1,4,2020-09-01,1,0,0
"53323",5216628,1,1,2020-09-01,1,0,0
"53324",5216628,1,2,2020-09-01,1,0,0
"53325",5216628,1,3,2020-09-01,1,0,0
"53326",5216628,1,4,2020-09-01,0,1,0
"53327",5216628,1,5,2020-09-01,0,1,0
"53328",5216628,1,7,2020-09-01,1,0,0
