"","directorio","secuencia_p","orden","fecha","ocu","inac","deso"
"20063",4987090,1,3,2019-08-01,1,0,0
"20064",4987090,1,5,2019-08-01,0,0,1
"20065",4987090,1,8,2019-08-01,1,0,0
"20066",4987090,1,9,2019-08-01,0,1,0
"20067",4987090,1,10,2019-08-01,0,1,0
"20068",4987090,1,11,2019-08-01,1,0,0
"20069",4987091,1,1,2019-08-01,1,0,0
"20070",4987091,1,2,2019-08-01,1,0,0
"20071",4987091,1,3,2019-08-01,1,0,0
"20072",4987091,1,4,2019-08-01,1,0,0
"20073",4987091,1,5,2019-08-01,0,1,0
"20074",4987091,1,7,2019-08-01,0,1,0
"20075",4987091,1,8,2019-08-01,1,0,0
"20076",4987092,1,1,2019-08-01,1,0,0
"20077",4987092,1,2,2019-08-01,0,1,0
"20078",4987092,1,3,2019-08-01,1,0,0
"20079",4987092,1,4,2019-08-01,0,1,0
"20080",4987093,1,1,2019-08-01,1,0,0
"20081",4987094,1,1,2019-08-01,1,0,0
"20082",4987094,1,2,2019-08-01,0,1,0
"20083",4987095,1,1,2019-08-01,0,1,0
"20084",4987095,1,2,2019-08-01,0,1,0
"20085",4987096,1,1,2019-08-01,0,1,0
"20086",4987096,1,2,2019-08-01,1,0,0
"20087",4987097,1,1,2019-08-01,1,0,0
"20088",4987097,1,2,2019-08-01,1,0,0
"20089",4987097,1,4,2019-08-01,0,1,0
"20090",4987098,1,1,2019-08-01,1,0,0
"20091",4987098,1,2,2019-08-01,0,1,0
"20092",4987098,1,3,2019-08-01,0,1,0
"20093",4987099,1,1,2019-08-01,0,1,0
"20094",4987099,1,2,2019-08-01,0,1,0
"20095",4987100,1,1,2019-08-01,0,1,0
"20096",4987100,1,2,2019-08-01,0,1,0
"20097",4987100,1,3,2019-08-01,1,0,0
"20098",4987101,1,1,2019-08-01,1,0,0
"20099",4987101,1,2,2019-08-01,0,1,0
"20100",4987101,1,3,2019-08-01,0,1,0
"20101",4987101,1,4,2019-08-01,0,1,0
"20102",4987102,1,1,2019-08-01,0,1,0
"20103",4987102,1,2,2019-08-01,0,1,0
"20104",4987102,1,3,2019-08-01,1,0,0
"20105",4987102,1,4,2019-08-01,1,0,0
"20106",4987102,1,6,2019-08-01,1,0,0
"20107",4987102,1,7,2019-08-01,1,0,0
"20108",4988041,1,1,2019-08-01,1,0,0
"20109",4988042,1,1,2019-08-01,1,0,0
"20110",4988042,1,2,2019-08-01,1,0,0
"20111",4988042,1,3,2019-08-01,1,0,0
"20112",4988043,1,1,2019-08-01,1,0,0
"20113",4988043,1,2,2019-08-01,0,1,0
"20114",4988044,1,1,2019-08-01,0,1,0
"20115",4988044,1,2,2019-08-01,0,1,0
"20116",4988044,1,3,2019-08-01,1,0,0
"20117",4988044,1,4,2019-08-01,1,0,0
"20118",4988045,1,1,2019-08-01,1,0,0
"20119",4988046,1,1,2019-08-01,1,0,0
"20120",4988046,1,2,2019-08-01,0,1,0
"20121",4988046,1,3,2019-08-01,1,0,0
"20122",4988046,1,4,2019-08-01,1,0,0
"20123",4988046,1,5,2019-08-01,0,0,1
"20124",4988046,1,6,2019-08-01,1,0,0
"20125",4988046,1,7,2019-08-01,1,0,0
"20126",4988046,1,8,2019-08-01,1,0,0
"20127",4988046,1,9,2019-08-01,1,0,0
"20128",4988046,1,10,2019-08-01,1,0,0
"20129",4988047,1,1,2019-08-01,1,0,0
"20130",4988047,1,2,2019-08-01,0,1,0
"20131",4988047,1,3,2019-08-01,1,0,0
"20132",4988047,1,4,2019-08-01,0,1,0
"20133",4988047,1,5,2019-08-01,1,0,0
"20134",4988047,1,6,2019-08-01,0,1,0
"20135",4988047,1,7,2019-08-01,1,0,0
"20136",4988047,1,8,2019-08-01,0,0,1
"20137",4988047,1,10,2019-08-01,1,0,0
"20138",4988047,1,11,2019-08-01,1,0,0
"20139",4988047,1,14,2019-08-01,1,0,0
"20140",4988047,1,15,2019-08-01,0,1,0
"20141",4988048,1,1,2019-08-01,1,0,0
"20142",4988048,1,2,2019-08-01,1,0,0
"20143",4988048,1,4,2019-08-01,1,0,0
"20144",4988048,1,5,2019-08-01,0,1,0
"20145",4988049,1,1,2019-08-01,1,0,0
"20146",4988049,1,2,2019-08-01,1,0,0
"20147",4988049,1,3,2019-08-01,0,0,1
"20148",4988049,1,4,2019-08-01,1,0,0
"20149",4988050,1,1,2019-08-01,1,0,0
"20150",4988050,1,2,2019-08-01,1,0,0
"20151",4988050,1,3,2019-08-01,1,0,0
"20152",4988051,1,1,2019-08-01,0,1,0
"20153",4988051,1,2,2019-08-01,0,1,0
"20154",4988051,1,3,2019-08-01,1,0,0
"20155",4988051,1,4,2019-08-01,0,1,0
"20156",4988052,1,1,2019-08-01,0,1,0
"20157",4988052,1,2,2019-08-01,0,1,0
"20158",4988052,1,3,2019-08-01,1,0,0
"20159",4988053,1,1,2019-08-01,0,1,0
"20160",4988053,1,2,2019-08-01,1,0,0
"20161",4988053,1,3,2019-08-01,1,0,0
"20162",4988054,1,1,2019-08-01,0,1,0
"20163",4988054,1,2,2019-08-01,0,1,0
"20164",4988055,1,1,2019-08-01,1,0,0
"20165",4988055,1,2,2019-08-01,1,0,0
"20166",4988055,1,3,2019-08-01,0,1,0
"20167",4988055,1,5,2019-08-01,1,0,0
"20168",4988056,1,1,2019-08-01,1,0,0
"20169",4988056,1,2,2019-08-01,1,0,0
"20170",4988056,1,3,2019-08-01,0,1,0
"20171",4988057,1,1,2019-08-01,1,0,0
"20172",4988057,1,2,2019-08-01,0,1,0
"20173",4988060,1,1,2019-08-01,1,0,0
"20174",4988060,1,2,2019-08-01,1,0,0
"20175",4988060,1,3,2019-08-01,0,1,0
"20176",4988060,1,5,2019-08-01,0,1,0
"20177",4988061,1,1,2019-08-01,1,0,0
"20178",4988061,1,2,2019-08-01,1,0,0
"20179",4988061,1,3,2019-08-01,0,1,0
"20180",4988062,1,1,2019-08-01,1,0,0
"20181",4988063,1,1,2019-08-01,1,0,0
"20182",4988063,1,2,2019-08-01,0,1,0
"20183",4988063,1,3,2019-08-01,1,0,0
"20184",4988063,1,4,2019-08-01,0,1,0
"20185",4988063,1,5,2019-08-01,0,1,0
"20186",4988063,1,6,2019-08-01,0,1,0
"20187",4988064,1,1,2019-08-01,0,1,0
"20188",4988064,1,2,2019-08-01,0,0,1
"20189",4988064,1,3,2019-08-01,0,1,0
"20190",4988065,1,1,2019-08-01,0,0,1
"20191",4988065,1,2,2019-08-01,0,1,0
"20192",4988066,1,1,2019-08-01,0,1,0
"20193",4988066,1,2,2019-08-01,1,0,0
"20194",4988066,1,5,2019-08-01,0,1,0
"20195",4988066,1,6,2019-08-01,0,1,0
"20196",4988067,1,1,2019-08-01,1,0,0
"20197",4988067,1,2,2019-08-01,0,1,0
"20198",4988068,1,1,2019-08-01,1,0,0
"20199",4988068,1,2,2019-08-01,0,1,0
"20200",4988068,1,3,2019-08-01,1,0,0
"20201",4988068,1,4,2019-08-01,0,1,0
"20202",4988068,1,5,2019-08-01,0,1,0
"20203",4988069,1,1,2019-08-01,1,0,0
"20204",4988069,1,2,2019-08-01,0,1,0
"20205",4988069,1,3,2019-08-01,0,1,0
"20206",4988069,1,4,2019-08-01,0,1,0
"20207",4988070,1,1,2019-08-01,1,0,0
"20208",4988070,1,2,2019-08-01,0,0,1
"20209",4988071,1,1,2019-08-01,1,0,0
"20210",4988071,1,2,2019-08-01,1,0,0
"20211",4988071,1,3,2019-08-01,1,0,0
"20212",4988072,1,1,2019-08-01,1,0,0
"20213",4988072,1,2,2019-08-01,0,1,0
"20214",4988072,1,3,2019-08-01,0,1,0
"20215",4988073,1,1,2019-08-01,1,0,0
"20216",4988073,1,2,2019-08-01,1,0,0
"20217",4988074,1,1,2019-08-01,1,0,0
"20218",4988074,1,2,2019-08-01,0,1,0
"20219",4988074,1,3,2019-08-01,1,0,0
"20220",4988074,1,4,2019-08-01,1,0,0
"20221",4988074,1,5,2019-08-01,0,1,0
"20222",4988074,1,6,2019-08-01,1,0,0
"20223",4988075,1,1,2019-08-01,1,0,0
"20224",4988075,1,2,2019-08-01,1,0,0
"20225",4988075,1,3,2019-08-01,0,1,0
"20226",4988076,1,1,2019-08-01,1,0,0
"20227",4988077,1,1,2019-08-01,1,0,0
"20228",4988077,1,2,2019-08-01,0,1,0
"20229",4988077,1,3,2019-08-01,1,0,0
"20230",4988077,1,4,2019-08-01,1,0,0
"20231",4988077,1,5,2019-08-01,1,0,0
"20232",4988077,1,6,2019-08-01,0,1,0
"20233",4988078,1,1,2019-08-01,1,0,0
"20234",4988078,1,2,2019-08-01,0,1,0
"20235",4988078,1,3,2019-08-01,1,0,0
"20236",4988078,1,4,2019-08-01,1,0,0
"20237",4988078,1,5,2019-08-01,0,1,0
"20238",4988079,1,1,2019-08-01,1,0,0
"20239",4988079,1,2,2019-08-01,0,1,0
"20240",4988079,1,3,2019-08-01,1,0,0
"20241",4988079,1,5,2019-08-01,1,0,0
"20242",4988080,1,1,2019-08-01,1,0,0
"20243",4988080,1,2,2019-08-01,0,1,0
"20244",4988080,1,3,2019-08-01,1,0,0
"20245",4988080,1,4,2019-08-01,1,0,0
"20246",4988081,1,1,2019-08-01,1,0,0
"20247",4988081,1,2,2019-08-01,0,1,0
"20248",4988081,1,3,2019-08-01,0,1,0
"20249",4988081,1,4,2019-08-01,0,1,0
"20250",4988081,1,6,2019-08-01,0,1,0
"20251",4988082,1,1,2019-08-01,0,1,0
"20252",4988082,1,2,2019-08-01,1,0,0
"20253",4988082,1,3,2019-08-01,1,0,0
"20254",4988082,1,4,2019-08-01,0,0,1
"20255",4988083,1,1,2019-08-01,1,0,0
"20256",4988083,1,2,2019-08-01,1,0,0
"20257",4988083,1,3,2019-08-01,0,0,1
"20258",4988083,1,4,2019-08-01,0,1,0
"20259",4988084,1,1,2019-08-01,1,0,0
"20260",4988084,1,2,2019-08-01,1,0,0
"20261",4988084,1,3,2019-08-01,0,1,0
"20262",4988085,1,1,2019-08-01,0,1,0
"20263",4988085,1,2,2019-08-01,1,0,0
"20264",4988085,1,3,2019-08-01,1,0,0
"20265",4988085,1,4,2019-08-01,1,0,0
"20266",4988085,1,5,2019-08-01,0,1,0
"20267",4988085,1,8,2019-08-01,0,1,0
"20268",4988086,1,1,2019-08-01,1,0,0
"20269",4988086,1,2,2019-08-01,1,0,0
"20270",4988086,1,3,2019-08-01,1,0,0
"20271",4988086,1,4,2019-08-01,0,1,0
"20272",4988087,1,1,2019-08-01,1,0,0
"20273",4988087,1,2,2019-08-01,1,0,0
"20274",4988088,1,1,2019-08-01,0,0,1
"20275",4988088,1,2,2019-08-01,1,0,0
"20276",4988088,1,5,2019-08-01,1,0,0
"20277",4988088,1,6,2019-08-01,1,0,0
"20278",4988089,1,1,2019-08-01,1,0,0
"20279",4988089,1,2,2019-08-01,0,1,0
"20280",4988090,1,1,2019-08-01,0,1,0
"20281",4988090,1,2,2019-08-01,1,0,0
"20282",4988090,1,3,2019-08-01,1,0,0
"20283",4988090,1,4,2019-08-01,0,1,0
"20284",4988091,1,1,2019-08-01,1,0,0
"20285",4988091,1,2,2019-08-01,1,0,0
"20286",4988091,1,3,2019-08-01,1,0,0
"20287",4988091,1,4,2019-08-01,1,0,0
"20288",4988091,1,5,2019-08-01,0,1,0
"20289",4988091,1,8,2019-08-01,1,0,0
"20290",4988091,1,9,2019-08-01,0,0,1
"20291",4988091,1,13,2019-08-01,0,1,0
"20292",4988093,1,1,2019-08-01,1,0,0
"20293",4988093,1,2,2019-08-01,1,0,0
"20294",4988093,1,3,2019-08-01,0,1,0
"20295",4988093,1,4,2019-08-01,1,0,0
"20296",4988093,1,7,2019-08-01,1,0,0
"20297",4988093,1,8,2019-08-01,1,0,0
"20298",4988093,1,9,2019-08-01,1,0,0
"20299",4988093,1,10,2019-08-01,0,1,0
"20300",4988094,1,1,2019-08-01,1,0,0
"20301",4988094,1,2,2019-08-01,1,0,0
"20302",4988094,1,4,2019-08-01,0,1,0
"20303",4988094,1,5,2019-08-01,0,1,0
"20304",4988095,1,1,2019-08-01,0,1,0
"20305",4988095,1,2,2019-08-01,1,0,0
"20306",4988095,1,3,2019-08-01,0,0,1
"20307",4988095,1,4,2019-08-01,0,1,0
"20308",4988095,1,5,2019-08-01,1,0,0
"20309",4988095,1,8,2019-08-01,1,0,0
"20310",4988095,1,9,2019-08-01,1,0,0
"20311",4988095,1,10,2019-08-01,1,0,0
"20312",4988096,1,1,2019-08-01,1,0,0
"20313",4988096,1,2,2019-08-01,1,0,0
"20314",4988096,1,3,2019-08-01,0,1,0
"20315",4988097,1,1,2019-08-01,1,0,0
"20316",4988097,1,2,2019-08-01,1,0,0
"20317",4988097,1,3,2019-08-01,1,0,0
"20318",4988097,1,4,2019-08-01,0,1,0
"20319",4988098,1,1,2019-08-01,0,1,0
"20320",4988098,1,2,2019-08-01,0,1,0
"20321",4988098,1,3,2019-08-01,1,0,0
"20322",4988098,1,4,2019-08-01,0,1,0
"20323",4988099,1,1,2019-08-01,1,0,0
"20324",4988099,1,2,2019-08-01,1,0,0
"20325",4988099,1,3,2019-08-01,0,1,0
"20326",4988099,1,4,2019-08-01,0,1,0
"20327",4988099,1,5,2019-08-01,0,1,0
"20328",4988100,1,1,2019-08-01,0,0,1
"20329",4988100,1,2,2019-08-01,1,0,0
"20330",4988101,1,1,2019-08-01,1,0,0
"20331",4988101,1,2,2019-08-01,0,1,0
"20332",4988101,1,3,2019-08-01,0,1,0
"20333",4988101,1,5,2019-08-01,0,1,0
"20334",4988102,1,1,2019-08-01,0,1,0
"20335",4988102,1,2,2019-08-01,1,0,0
"20336",4988102,1,3,2019-08-01,1,0,0
"20337",4988103,1,1,2019-08-01,1,0,0
"20338",4988103,1,2,2019-08-01,0,1,0
"20339",4988103,1,3,2019-08-01,0,1,0
"20340",4988103,1,4,2019-08-01,0,1,0
"20341",4988103,1,6,2019-08-01,1,0,0
"20342",4988104,1,1,2019-08-01,1,0,0
"20343",4988104,1,2,2019-08-01,0,1,0
"20344",4988104,1,3,2019-08-01,1,0,0
"20345",4988104,1,4,2019-08-01,1,0,0
"20346",4988105,1,1,2019-08-01,1,0,0
"20347",4988105,1,2,2019-08-01,0,1,0
"20348",4988106,1,1,2019-08-01,1,0,0
"20349",4988106,1,2,2019-08-01,0,0,1
"20350",4988106,1,3,2019-08-01,0,0,1
"20351",4988106,1,6,2019-08-01,1,0,0
"20352",4988107,1,1,2019-08-01,0,0,1
"20353",4988107,1,2,2019-08-01,0,1,0
"20354",4988107,1,3,2019-08-01,0,1,0
"20355",4988107,1,4,2019-08-01,0,1,0
"20356",4988108,1,1,2019-08-01,1,0,0
"20357",4988108,1,2,2019-08-01,1,0,0
"20358",4988109,1,1,2019-08-01,0,1,0
"20359",4988109,1,2,2019-08-01,0,1,0
"20360",4988110,1,1,2019-08-01,1,0,0
"20361",4988110,1,2,2019-08-01,0,0,1
"20362",4988111,1,1,2019-08-01,1,0,0
"20363",4988111,1,2,2019-08-01,1,0,0
"20364",4988112,1,1,2019-08-01,1,0,0
"20365",4988112,1,2,2019-08-01,1,0,0
"20366",4988112,1,3,2019-08-01,0,1,0
"20367",4988113,1,1,2019-08-01,1,0,0
"20368",4988113,1,2,2019-08-01,1,0,0
"20369",4988113,1,3,2019-08-01,1,0,0
"20370",4988113,1,4,2019-08-01,1,0,0
"20371",4988114,1,1,2019-08-01,1,0,0
"20372",4988114,1,2,2019-08-01,1,0,0
"20373",4988114,1,3,2019-08-01,1,0,0
"20374",4988114,1,4,2019-08-01,0,1,0
"20375",4988115,1,1,2019-08-01,1,0,0
"20376",4988115,1,2,2019-08-01,0,1,0
"20377",4988115,1,3,2019-08-01,0,1,0
"20378",4988115,1,7,2019-08-01,0,0,1
"20379",4988116,1,1,2019-08-01,1,0,0
"20380",4988116,1,2,2019-08-01,1,0,0
"20381",4988116,1,3,2019-08-01,1,0,0
"20382",4988116,1,4,2019-08-01,1,0,0
"20383",4988116,1,6,2019-08-01,0,1,0
"20384",4988117,1,1,2019-08-01,1,0,0
"20385",4988117,1,2,2019-08-01,0,1,0
"20386",4988117,1,3,2019-08-01,0,1,0
"20387",4988117,1,5,2019-08-01,0,1,0
"20388",4988117,1,6,2019-08-01,1,0,0
"20389",4988117,1,7,2019-08-01,1,0,0
"20390",4988118,1,1,2019-08-01,1,0,0
"20391",4988118,1,2,2019-08-01,0,1,0
"20392",4988118,1,5,2019-08-01,0,1,0
"20393",4988119,1,1,2019-08-01,0,0,1
"20394",4988120,1,1,2019-08-01,1,0,0
"20395",4988120,1,2,2019-08-01,1,0,0
"20396",4988120,1,3,2019-08-01,0,1,0
"20397",4988120,1,4,2019-08-01,1,0,0
"20398",4988120,1,5,2019-08-01,1,0,0
"20399",4988120,1,6,2019-08-01,0,1,0
"20400",4988121,1,1,2019-08-01,0,1,0
"20401",4988121,1,2,2019-08-01,0,0,1
"20402",4988121,1,3,2019-08-01,0,1,0
"20403",4988122,1,1,2019-08-01,0,1,0
"20404",4988122,1,2,2019-08-01,1,0,0
"20405",4988122,1,3,2019-08-01,1,0,0
"20406",4988123,1,1,2019-08-01,1,0,0
"20407",4988123,1,2,2019-08-01,0,0,1
"20408",4988123,1,3,2019-08-01,0,1,0
"20409",4988123,1,6,2019-08-01,1,0,0
"20410",4988123,1,7,2019-08-01,0,1,0
"20411",4988124,1,1,2019-08-01,1,0,0
"20412",4988124,1,2,2019-08-01,1,0,0
"20413",4988124,1,3,2019-08-01,1,0,0
"20414",4988124,1,4,2019-08-01,1,0,0
"20415",4988124,1,7,2019-08-01,1,0,0
"20416",4988124,1,8,2019-08-01,0,1,0
"20417",4988125,1,1,2019-08-01,0,1,0
"20418",4988125,1,2,2019-08-01,1,0,0
"20419",4988125,1,4,2019-08-01,1,0,0
"20420",4988125,1,5,2019-08-01,0,1,0
"20421",4988126,1,1,2019-08-01,0,1,0
"20422",4988126,1,2,2019-08-01,1,0,0
"20423",4988126,1,3,2019-08-01,1,0,0
"20424",4988126,1,4,2019-08-01,1,0,0
"20425",4988126,1,5,2019-08-01,1,0,0
"20426",4988127,1,1,2019-08-01,1,0,0
"20427",4988127,1,2,2019-08-01,1,0,0
"20428",4988128,1,1,2019-08-01,1,0,0
"20429",4988128,1,2,2019-08-01,1,0,0
"20430",4988128,1,3,2019-08-01,1,0,0
"20431",4988128,1,4,2019-08-01,1,0,0
"20432",4988129,1,1,2019-08-01,0,1,0
"20433",4988129,1,2,2019-08-01,1,0,0
"20434",4988129,1,3,2019-08-01,0,0,1
"20435",4988129,1,4,2019-08-01,0,1,0
"20436",4988130,1,1,2019-08-01,1,0,0
"20437",4988131,1,1,2019-08-01,1,0,0
"20438",4988131,1,2,2019-08-01,1,0,0
"20439",4988131,1,3,2019-08-01,1,0,0
"20440",4988131,1,4,2019-08-01,0,1,0
"20441",4988132,1,1,2019-08-01,1,0,0
"20442",4988132,1,2,2019-08-01,0,1,0
"20443",4988133,1,1,2019-08-01,0,1,0
"20444",4988133,1,2,2019-08-01,1,0,0
"20445",4988133,1,3,2019-08-01,1,0,0
"20446",4988133,1,5,2019-08-01,0,1,0
"20447",4988134,1,1,2019-08-01,1,0,0
"20448",4988134,1,2,2019-08-01,1,0,0
"20449",4988134,1,3,2019-08-01,0,1,0
"20450",4988134,1,4,2019-08-01,1,0,0
"20451",4988134,1,5,2019-08-01,0,1,0
"20452",4988134,1,7,2019-08-01,1,0,0
"20453",4988136,1,1,2019-08-01,0,1,0
"20454",4988136,1,2,2019-08-01,0,0,1
"20455",4988137,1,1,2019-08-01,0,1,0
"20456",4988137,1,2,2019-08-01,0,1,0
"20457",4988137,1,3,2019-08-01,0,1,0
"20458",4988137,1,4,2019-08-01,0,0,1
"20459",4988137,1,5,2019-08-01,0,1,0
"20460",4988138,1,1,2019-08-01,1,0,0
"20461",4988138,1,2,2019-08-01,1,0,0
"20462",4988139,1,1,2019-08-01,1,0,0
"20463",4988139,1,2,2019-08-01,1,0,0
"20464",4988140,1,1,2019-08-01,1,0,0
"20465",4988141,1,1,2019-08-01,1,0,0
"20466",4988141,1,2,2019-08-01,0,1,0
"20467",4988141,1,3,2019-08-01,0,1,0
"20468",4988141,1,5,2019-08-01,1,0,0
"20469",4988141,1,6,2019-08-01,1,0,0
"20470",4988141,1,7,2019-08-01,1,0,0
"20471",4988142,1,1,2019-08-01,1,0,0
"20472",4988142,1,2,2019-08-01,1,0,0
"20473",4988142,1,3,2019-08-01,1,0,0
"20474",4988143,1,1,2019-08-01,1,0,0
"20475",4988143,1,2,2019-08-01,0,1,0
"20476",4988143,1,3,2019-08-01,1,0,0
"20477",4988143,1,4,2019-08-01,1,0,0
"20478",4988143,1,5,2019-08-01,0,1,0
"20479",4988143,1,6,2019-08-01,0,1,0
"20480",4988144,1,1,2019-08-01,1,0,0
"20481",4988144,1,2,2019-08-01,1,0,0
"20482",4988145,1,1,2019-08-01,1,0,0
"20483",4988145,1,2,2019-08-01,1,0,0
"20484",4988145,1,4,2019-08-01,0,0,1
"20485",4988146,1,1,2019-08-01,1,0,0
"20486",4988146,1,2,2019-08-01,0,1,0
"20487",4988146,1,3,2019-08-01,0,1,0
"20488",4988147,1,1,2019-08-01,0,1,0
"20489",4988147,1,2,2019-08-01,0,1,0
"20490",4988147,1,3,2019-08-01,1,0,0
"20491",4988147,1,4,2019-08-01,0,1,0
"20492",4988148,1,1,2019-08-01,1,0,0
"20493",4988148,1,2,2019-08-01,0,1,0
"20494",4988148,1,3,2019-08-01,0,1,0
"20495",4988149,1,1,2019-08-01,0,1,0
"20496",4988149,1,2,2019-08-01,1,0,0
"20497",4988149,1,3,2019-08-01,0,0,1
"20498",4988150,1,1,2019-08-01,0,1,0
"20499",4988150,1,2,2019-08-01,0,1,0
"20500",4988151,1,1,2019-08-01,0,0,1
"20501",4988151,1,2,2019-08-01,1,0,0
"20502",4988151,1,3,2019-08-01,0,1,0
"20503",4988152,1,1,2019-08-01,1,0,0
"20504",4988152,1,2,2019-08-01,0,1,0
"20505",4988153,1,1,2019-08-01,1,0,0
"20506",4988154,1,1,2019-08-01,1,0,0
"20507",4988157,1,1,2019-08-01,0,1,0
"20508",4988157,1,2,2019-08-01,0,1,0
"20509",4988158,1,1,2019-08-01,0,1,0
"20510",4988158,1,2,2019-08-01,0,1,0
"20511",4988158,1,3,2019-08-01,0,0,1
"20512",4988158,1,4,2019-08-01,1,0,0
"20513",4988158,1,7,2019-08-01,0,1,0
"20514",4988159,1,1,2019-08-01,1,0,0
"20515",4988159,1,2,2019-08-01,0,1,0
"20516",4988159,1,3,2019-08-01,1,0,0
"20517",4988159,1,4,2019-08-01,1,0,0
"20518",4988159,1,5,2019-08-01,0,1,0
"20519",4988159,1,6,2019-08-01,0,1,0
"20520",4988159,1,7,2019-08-01,0,1,0
"20521",4988160,1,1,2019-08-01,1,0,0
"20522",4988160,1,2,2019-08-01,1,0,0
"20523",4988160,1,3,2019-08-01,1,0,0
"20524",4988160,1,4,2019-08-01,0,1,0
"20525",4988160,1,7,2019-08-01,1,0,0
"20526",4988160,1,10,2019-08-01,0,0,1
"20527",4988160,1,11,2019-08-01,0,1,0
"20528",4988160,1,14,2019-08-01,0,1,0
"20529",4988161,1,1,2019-08-01,1,0,0
"20530",4988161,1,2,2019-08-01,1,0,0
"20531",4988162,1,1,2019-08-01,1,0,0
"20532",4988162,1,2,2019-08-01,1,0,0
"20533",4988163,1,1,2019-08-01,1,0,0
"20534",4988163,1,2,2019-08-01,1,0,0
"20535",4988163,1,3,2019-08-01,1,0,0
"20536",4988163,1,4,2019-08-01,0,1,0
"20537",4988163,1,6,2019-08-01,1,0,0
"20538",4988163,1,7,2019-08-01,1,0,0
"20539",4988164,1,1,2019-08-01,0,1,0
"20540",4988164,1,2,2019-08-01,1,0,0
"20541",4988164,1,3,2019-08-01,1,0,0
"20542",4988165,1,1,2019-08-01,1,0,0
"20543",4988165,1,2,2019-08-01,1,0,0
"20544",4988165,1,3,2019-08-01,0,1,0
"20545",4988165,1,4,2019-08-01,0,1,0
"20546",4988165,1,5,2019-08-01,1,0,0
"20547",4988165,1,6,2019-08-01,0,1,0
"20548",4988165,1,7,2019-08-01,0,1,0
"20549",4988165,1,9,2019-08-01,1,0,0
"20550",4988168,1,1,2019-08-01,1,0,0
"20551",4988169,1,1,2019-08-01,0,1,0
"20552",4988169,1,2,2019-08-01,1,0,0
"20553",4988169,1,3,2019-08-01,0,1,0
"20554",4988170,1,1,2019-08-01,1,0,0
"20555",4988170,1,2,2019-08-01,1,0,0
"20556",4988170,1,4,2019-08-01,1,0,0
"20557",4988170,1,5,2019-08-01,1,0,0
"20558",4988170,1,7,2019-08-01,0,1,0
"20559",4988172,1,1,2019-08-01,0,1,0
"20560",4988172,1,2,2019-08-01,1,0,0
"20561",4988172,1,3,2019-08-01,0,1,0
"20562",4988173,1,1,2019-08-01,1,0,0
"20563",4988173,1,2,2019-08-01,1,0,0
"20564",4988173,1,3,2019-08-01,0,1,0
"20565",4988174,1,1,2019-08-01,1,0,0
"20566",4988174,1,2,2019-08-01,1,0,0
"20567",4988174,1,3,2019-08-01,0,1,0
"20568",4988175,1,1,2019-08-01,1,0,0
"20569",4988176,1,1,2019-08-01,0,1,0
"20570",4988178,1,1,2019-08-01,1,0,0
"20571",4988179,1,1,2019-08-01,1,0,0
"20572",4988180,1,1,2019-08-01,1,0,0
"20573",4988180,1,2,2019-08-01,0,0,1
"20574",4988180,1,3,2019-08-01,1,0,0
"20575",4988181,1,1,2019-08-01,1,0,0
"20576",4988182,1,1,2019-08-01,0,1,0
"20577",4988182,1,2,2019-08-01,1,0,0
"20578",4988189,1,1,2019-08-01,1,0,0
"20579",4988189,1,2,2019-08-01,1,0,0
"20580",4988189,1,3,2019-08-01,1,0,0
"20581",4992112,1,1,2019-08-01,1,0,0
"20582",4992112,1,2,2019-08-01,1,0,0
"20583",4992112,1,3,2019-08-01,0,1,0
"20584",4992112,1,4,2019-08-01,1,0,0
"20585",4992112,1,5,2019-08-01,1,0,0
"20586",4992113,1,1,2019-08-01,1,0,0
"20587",4992113,1,2,2019-08-01,1,0,0
"20588",4992113,1,3,2019-08-01,1,0,0
"20589",4992114,1,1,2019-08-01,0,1,0
"20590",4992114,1,2,2019-08-01,0,1,0
"20591",4992114,1,3,2019-08-01,1,0,0
"20592",4992114,1,4,2019-08-01,1,0,0
"20593",4992115,1,1,2019-08-01,1,0,0
"20594",4992116,1,1,2019-08-01,1,0,0
"20595",4992116,1,2,2019-08-01,1,0,0
"20596",4992117,1,1,2019-08-01,0,1,0
"20597",4992117,1,2,2019-08-01,0,1,0
"20598",4992117,1,3,2019-08-01,1,0,0
"20599",4992118,1,1,2019-08-01,1,0,0
"20600",4992119,1,1,2019-08-01,1,0,0
"20601",4992119,1,2,2019-08-01,1,0,0
"20602",4993433,1,1,2019-08-01,1,0,0
"20603",4993433,1,2,2019-08-01,1,0,0
"20604",4993434,1,1,2019-08-01,1,0,0
"20605",4993434,1,2,2019-08-01,1,0,0
"20606",4993434,1,3,2019-08-01,0,1,0
"20607",4993434,1,4,2019-08-01,0,1,0
"20608",4993435,1,1,2019-08-01,1,0,0
"20609",4993435,1,3,2019-08-01,0,1,0
"20610",4993437,1,1,2019-08-01,0,1,0
"20611",4993437,1,2,2019-08-01,1,0,0
"20612",4993437,1,3,2019-08-01,1,0,0
"20613",4993437,1,4,2019-08-01,0,1,0
"20614",4993437,1,5,2019-08-01,0,1,0
"20615",4993438,1,1,2019-08-01,1,0,0
"20616",4993438,1,2,2019-08-01,1,0,0
"20617",4993438,1,3,2019-08-01,0,1,0
"20618",4993438,1,4,2019-08-01,0,1,0
"20619",4993438,1,6,2019-08-01,1,0,0
"20620",4993439,1,1,2019-08-01,0,0,1
